trade_date,close,TermStructure,Volume,OI,pct_change,ma5,ma10
1999-11-11,35781.95048596719,-0.0014727540500736377,890.0,3826.0,-0.0014727540500735214,35693.990922334066,35375.577301981946
1999-11-12,35817.13431142044,0.0009832841691248771,808.0,3838.0,0.000983284169124632,35792.5056336032,35451.22252670646
1999-11-15,34879.066508026095,-0.02619047619047619,2276.0,2598.0,-0.02619047619047632,35640.07589837759,35473.522370362785
1999-11-16,35134.9031816791,0.007334963325183374,1990.0,2906.0,0.007334963325183574,35489.556142248024,35486.22205593115
1999-11-17,34265.05849125889,-0.02475728155339806,2542.0,3048.0,-0.02475728155339818,35175.622595670386,35380.271829549565
1999-11-18,34043.33337409295,-0.006470881035340966,1782.0,3456.0,-0.006470881035340992,34827.89917329554,35260.9450478147
1999-11-19,33395.213800838676,-0.01903807615230461,3808.0,3466.0,-0.019038076152304684,34343.51507117919,35068.01035239109
1999-11-22,32925.34888545429,-0.014069828035435123,2058.0,1806.0,-0.014069828035434995,33952.77154666483,34796.423722521096
1999-11-23,32229.252714514452,-0.021141649048625793,992.0,1846.0,-0.02114164904862581,33371.641453231896,34430.59879773985
1999-11-24,33412.61620511217,0.0367170626349892,1224.0,1760.0,0.036717062634989084,33201.15299600255,34188.38779583636
1999-11-25,33691.054673488106,0.008333333333333333,706.0,1856.0,0.008333333333333304,33130.69725588158,33979.298214588445
1999-11-26,34213.12680169299,0.015495867768595042,2392.0,2032.0,0.01549586776859524,33294.279856052446,33818.8974636157
1999-11-29,34317.54122733396,0.003051881993896236,826.0,1848.0,0.003051881993896055,33572.71832442838,33762.744935546485
1999-11-30,33934.68833331705,-0.011156186612576065,868.0,1988.0,-0.011156186612576113,33913.8054481889,33642.723450710284
1999-12-01,33638.84746066762,-0.008717948717948718,1136.0,1908.0,-0.008717948717948731,33959.05169929999,33580.102347651155
1999-12-02,34004.29795041103,0.010863942058975685,746.0,2090.0,0.010863942058975784,34021.70035468457,33576.19880528296
1999-12-03,33934.68833331705,-0.0020470829068577278,762.0,2166.0,-0.0020470829068577334,33966.01266100939,33630.1462585308
1999-12-06,33812.87150340258,-0.0035897435897435897,696.0,1996.0,-0.0035897435897435104,33865.07871622311,33718.89852032563
1999-12-07,33795.469099129084,-0.000514668039114771,286.0,1920.0,-0.0005146680391148184,33837.234869385524,33875.5201587871
1999-12-08,34021.70035468453,0.006694129763130793,390.0,2068.0,0.006694129763130663,33913.8054481889,33936.42857374433
1999-12-09,34439.358057248435,0.012276214833759591,944.0,2300.0,0.012276214833759624,34000.81746955638,34011.258912120364
1999-12-10,34073.90756750502,-0.010611419909044972,766.0,2302.0,-0.010611419909045017,34028.66131639398,33997.336988701565
1999-12-13,33899.88352477006,-0.005107252298263534,954.0,2458.0,-0.005107252298263476,34046.063720667466,33955.57121844518
1999-12-14,33934.68833331705,0.001026694045174538,1144.0,2652.0,0.0010266940451744144,34073.90756750506,33955.57121844518
1999-12-15,33482.22582220616,-0.013333333333333334,954.0,2500.0,-0.013333333333333197,33966.01266100939,33939.90905459903
1999-12-16,33464.82341793266,-0.0005197505197505198,602.0,2456.0,-0.0005197505197505059,33771.105733146236,33885.9616013512
1999-12-17,33551.83543930014,0.0026001040041601664,348.0,2638.0,0.0026001040041603307,33666.69130750526,33847.67631194951
1999-12-21,32994.958502548274,-0.016597510373443983,852.0,2614.0,-0.016597510373443924,33485.7063030609,33765.88501186408
1999-12-22,33099.372928189245,0.0031645569620253164,856.0,2606.0,0.0031645569620251113,33318.64322203534,33696.27539477009
1999-12-23,33517.03063075315,0.012618296529968454,1138.0,2666.0,0.012618296529968598,33325.60418374474,33645.80842237695
1999-12-24,33325.6041837447,-0.005711318795430945,412.0,2678.0,-0.005711318795430853,33297.760336907144,33534.43303502657
1999-12-27,33221.18975810372,-0.003133159268929504,424.0,2586.0,-0.0031331592689295418,33231.63120066786,33449.16125408644
1999-12-28,33116.77533246274,-0.003143006809848088,1000.0,2952.0,-0.0031430068098481367,33255.994566650756,33370.85043485571
1999-12-29,33238.592162377216,0.0036784025223331584,864.0,3292.0,0.0036784025223333128,33283.83841348835,33301.240817761725
1999-12-30,32925.34888545429,-0.009424083769633508,1350.0,3288.0,-0.009424083769633551,33165.50206442858,33245.55312408654
2000-01-04,33029.76331109527,0.003171247357293869,466.0,3460.0,0.003171247357294016,33106.3338898987,33202.04711340279
2000-01-05,33168.98254528323,0.004214963119072708,574.0,3480.0,0.004214963119072657,33095.892447334605,33163.7618240011
2000-01-06,33273.39697092421,0.0031479538300104933,296.0,3466.0,0.0031479538300105414,33127.21677502689,33191.60567083869
2000-01-07,33534.43303502665,0.007845188284518828,996.0,3616.0,0.007845188284518745,33186.384949556785,33235.11168152244
2000-01-11,33656.24986494111,0.0036325895173845357,1454.0,4082.0,0.0036325895173843215,33332.56514545415,33249.03360494123
2000-01-12,33691.054673488106,0.001034126163391934,910.0,4554.0,0.0010341261633919352,33464.82341793271,33285.57865391557
2000-01-13,34108.71237605201,0.012396694214876033,1350.0,5124.0,0.012396694214876103,33652.76938408647,33374.3309157104
2000-01-14,34369.74844015445,0.007653061224489796,1626.0,5578.0,0.007653061224489832,33872.039677932524,33499.628226479574
2000-01-17,34213.12680169299,-0.004556962025316456,1262.0,5732.0,-0.004556962025316302,34007.77843126579,33597.081690411156
2000-01-18,34126.11478032551,-0.00254323499491353,910.0,5804.0,-0.0025432349949136013,34101.75141434267,33717.15827989827
2000-01-19,34735.198929897866,0.017848036715961243,1960.0,5954.0,0.017848036715961246,34310.580265624616,33887.70184177854
2000-01-20,34700.39412135087,-0.001002004008016032,988.0,6202.0,-0.0010020040080160886,34428.916614684385,34040.842999385306
2000-01-21,34630.78450425689,-0.0020060180541624875,596.0,6232.0,-0.0020060180541625616,34481.123827504874,34176.58175271857
2000-01-24,33969.49314186404,-0.019095477386934675,2388.0,5636.0,-0.019095477386934734,34432.39709553908,34220.087763402305
2000-01-25,33569.23784357364,-0.0117827868852459,1420.0,5694.0,-0.01178278688524581,34321.02170818871,34211.38656126556
2000-01-26,33534.43303502665,-0.0010368066355624676,1142.0,5910.0,-0.0010368066355624928,34080.86852921447,34195.72439741941
2000-01-27,33847.67631194957,0.00934094447327452,790.0,5892.0,0.009340944473274604,33910.324967334214,34169.620791009176
2000-01-28,33899.88352477006,0.0015424164524421595,598.0,6058.0,0.0015424164524422412,33764.144771436855,34122.63429947073
2000-02-14,34804.808546991844,0.026694045174537988,1000.0,6452.0,0.026694045174537884,33931.20785246241,34181.802474000615
2000-02-15,34630.78450425689,-0.005,578.0,6528.0,-0.004999999999999893,34143.517184599055,34232.26944639375
2000-02-16,34247.931610239975,-0.011055276381909548,1624.0,5804.0,-0.011055276381909618,34286.21689964172,34183.54271442797
2000-02-17,34369.74844015445,0.003556910569105691,740.0,5758.0,0.0035569105691057867,34390.631325282695,34150.47814630832
2000-02-18,34300.138823060464,-0.0020253164556962027,350.0,5768.0,-0.0020253164556962577,34470.682384940774,34117.41357818867
2000-02-21,34317.54122733396,0.0005073566717402334,270.0,5776.0,0.0005073566717401778,34373.22892100919,34152.218386735665
2000-02-22,34073.90756750502,-0.007099391480730223,422.0,5754.0,-0.007099391480730244,34261.853533658825,34202.68535912881
2000-02-23,34039.102758958026,-0.0010214504596527069,520.0,5690.0,-0.0010214504596527396,34220.08776340244,34253.152331521946
2000-02-24,34143.517184599004,0.003067484662576687,564.0,5550.0,0.0030674846625766694,34174.84151229135,34282.73641878689
2000-02-25,33760.66429058209,-0.011213047910295617,2972.0,3954.0,-0.011213047910295648,34066.946605795674,34268.81449536809
2000-02-28,33952.090737590544,0.005670103092783505,346.0,3906.0,0.005670103092783485,33993.85650784699,34183.54271442797
2000-02-29,33255.99456665071,-0.020502306509482315,1544.0,3390.0,-0.02050230650948215,33830.27390767613,34046.06372066734
2000-03-01,33412.61620511217,0.004709576138147566,764.0,3042.0,0.0047095761381474865,33704.976596906956,33962.532180154565
2000-03-02,33499.628226479654,0.0026041666666666665,432.0,2766.0,0.0026041666666667407,33576.198805283086,33875.52015878708
2000-03-03,33412.61620511217,-0.0025974025974025974,204.0,2672.0,-0.0025974025974027093,33506.5891881891,33786.767896992256
2000-03-06,33221.18975810372,-0.005729166666666666,404.0,2538.0,-0.005729166666666563,33360.408992291734,33677.132750069235
2000-03-07,33412.61620511217,0.005762179151388162,176.0,2486.0,0.005762179151387992,33391.73331998403,33611.00361382995
2000-03-08,33517.03063075315,0.003125,332.0,2332.0,0.0031250000000000444,33412.61620511222,33558.796401009466
2000-03-09,33412.61620511217,-0.003115264797507788,198.0,2318.0,-0.0031152647975078995,33395.21380083873,33485.70630306078
2000-03-10,33535.26345914247,0.0036706869428421605,184.0,1030.0,0.0036706869428422273,33419.74325164479,33463.16621991682
2000-03-13,33535.26345914247,0.0,236.0,1002.0,0.0,33482.55799185253,33421.48349207202
2000-03-14,33465.179313982306,-0.0020898641588296763,86.0,1028.0,-0.002089864158829502,33493.070613626565,33442.40196680518
2000-03-15,33232.53368238777,-0.006951871657754011,158.0,602.0,-0.006951871657754127,33436.1712239535,33424.393714532736
2000-03-16,33322.01277146259,0.0026925148088314485,134.0,630.0,0.002692514808831481,33418.05053722358,33406.63216903103
2000-03-17,33034.754040674125,-0.008620689655172414,12.0,30.0,-0.008620689655172376,33317.94865352991,33368.845952587224
2000-03-20,33034.754040674125,0.0,,30.0,0.0,33217.846769836244,33350.20238084426
2000-03-21,33034.754040674125,0.0,,30.0,0.0,33131.76171517461,33312.416164400456
2000-03-22,33034.754040674125,0.0,,30.0,0.0,33092.20578683187,33264.18850539256
2000-03-23,32190.93151898299,-0.025543478260869567,20.0,30.0,-0.025543478260869668,32865.989536335954,33142.020036779635
2000-03-24,32190.93151898299,0.0,,30.0,0.0,32697.225031997725,33007.58684276369
2000-03-27,31311.2016559433,-0.027328499721137756,6.0,30.0,-0.02732849972113771,32352.514555051555,32785.18066244377
2000-03-28,31239.38697324618,-0.0022935779816513763,4.0,30.0,-0.002293577981651418,31993.441141565963,32562.601428370155
2000-03-29,31239.38697324618,0.0,,30.0,0.0,31634.367728080375,32363.286757455993
2000-03-30,31239.38697324618,0.0,,30.0,0.0,31444.058818933012,32155.02417763435
2000-03-31,31239.38697324618,0.0,,30.0,0.0,31253.749909785653,31975.487470891552
2000-04-03,30880.31355976059,-0.011494252873563218,2.0,30.0,-0.011494252873563204,31167.572290549113,31760.043422800198
2000-04-04,31813.904434823122,0.030232558139534883,4.0,30.0,0.03023255813953485,31282.4757828645,31637.958462215098
2000-04-05,30718.730523692077,-0.034424379232505645,2.0,30.0,-0.03442437923250563,31178.344492953678,31406.356110516896
2000-04-06,31598.460386731767,0.02863822326125073,16.0,44.0,0.02863822326125076,31250.1591756508,31347.108997291776
2000-04-07,31598.460386731767,0.0,,44.0,0.0,31321.97385834792,31287.861884066653
2000-04-10,30593.054828972123,-0.031818181818181815,62.0,68.0,-0.031818181818181746,31264.52211219022,31216.04720136954
2000-04-11,31311.2016559433,0.023474178403755867,100.0,168.0,0.023474178403755985,31163.98155641426,31223.22866963925
2000-04-12,30351.471336987182,-0.03065134099616858,4.0,,-0.03065134099616862,31090.529719073285,31134.43710601335
2000-04-13,30351.471336987182,0.0,,,0.0,30841.131909124368,31045.64554238745
2000-04-14,30351.471336987182,0.0,,,0.0,30591.73409917545,30956.85397876155
2000-04-17,29426.017100850928,-0.030491247882552232,2.0,2.0,-0.030491247882552197,30358.32655355121,30811.424332870585
2000-04-18,28534.838947534536,-0.030285381479324403,20.0,22.0,-0.030285381479324358,29803.05401186946,30483.517784141724
2000-04-19,28534.838947534536,0.0,,22.0,0.0,29439.727533978927,30265.128626525973
2000-04-20,27780.765125497586,-0.026426426426426425,2.0,20.0,-0.026426426426426453,28925.586291681007,29883.359100402555
2000-04-21,27780.765125497586,0.0,,20.0,0.0,28411.44504938309,29501.589574279136
2000-04-24,27780.765125497586,0.0,,20.0,0.0,28082.394654312422,29220.36060393168
2000-04-25,27780.765125497586,0.0,,20.0,0.0,27931.579889905035,28867.31695088711
2000-04-26,27780.765125497586,0.0,,20.0,0.0,27780.765125497644,28610.246329738155
2000-04-27,28603.391113174257,0.02961135101789019,2.0,18.0,0.029611351017890142,27945.29032303298,28435.438307356864
2000-04-28,29734.50184622968,0.039544637507489516,32.0,46.0,0.03954463750748949,28336.0376671794,28373.741358281113
2000-05-08,31191.235366073786,0.04899135446685879,2.0,48.0,0.04899135446685876,29018.131715294636,28550.2631848034
2000-05-09,31071.26907620427,-0.0038461538461538464,12.0,58.0,-0.0038461538461539435,29676.232505435975,28803.90619767037
2000-05-10,30745.64628941559,-0.010479867622724766,124.0,16.0,-0.010479867622724681,30269.208738219575,29024.986931858475
2000-05-11,31379.75382158302,0.020624303232998884,62.0,54.0,0.02062430323299891,30824.481279901327,29384.885801467015
2000-05-12,31054.13103479434,-0.010376843255051884,762.0,166.0,-0.010376843255051837,31088.40711761426,29712.22239239669
2000-05-15,30368.609378397112,-0.02207505518763797,1128.0,416.0,-0.022075055187638082,30923.881920078926,29971.00681768664
2000-05-16,30454.299585446766,0.0028216704288939053,898.0,614.0,0.0028216704288939187,30800.488021927427,30238.360263681556
2000-05-17,30420.023502626907,-0.0011254924029262803,1548.0,1018.0,-0.0011254924029262536,30735.363464569684,30502.28610139449
2000-05-18,30214.367005707736,-0.0067605633802816905,2018.0,1010.0,-0.006760563380281859,30502.286101394624,30663.38369064784
2000-05-19,30162.952881477944,-0.0017016449234259785,3030.0,1396.0,-0.001701644923425949,30324.050470731345,30706.228794172668
2000-05-22,30145.814840068015,-0.0005681818181818182,1350.0,1610.0,-0.0005681818181817455,30279.491563065523,30601.686741572088
2000-05-23,30094.400715838223,-0.0017055144968732233,1288.0,1692.0,-0.0017055144968731728,30207.511789143813,30503.999905535486
2000-05-24,30248.6430885276,0.005125284738041002,1042.0,1740.0,0.005125284738040969,30173.235706323954,30454.299585446686
2000-05-25,30060.12463301836,-0.006232294617563739,1528.0,2078.0,-0.006232294617563805,30142.387231786084,30322.33666659022
2000-05-26,29974.43442596871,-0.0028506271379703536,2470.0,2322.0,-0.002850627137970241,30104.683540684237,30214.36700570766
2000-05-29,29837.330094689263,-0.004574042309891366,2958.0,2072.0,-0.004574042309891446,30042.986591608485,30161.239077336875
2000-05-30,29940.158343148847,0.0034462952326249283,4308.0,2334.0,0.003446295232624852,30012.13811707061,30109.824953107083
2000-05-31,29905.882260328985,-0.0011448196908986834,2972.0,1828.0,-0.0011448196908987462,29943.585951430887,30058.410828877288
2000-06-01,30008.71050878857,0.0034383954154727794,2778.0,2014.0,0.0034383954154728613,29933.303126584924,30037.84517918537
2000-06-02,30231.50504711767,0.0074243289548829245,2338.0,2418.0,0.007424328954882986,29984.71725081472,30044.70039574934
2000-06-05,30094.400715838223,-0.0045351473922902496,2824.0,2712.0,-0.0045351473922903285,30036.131375044508,30039.558983326366
2000-06-06,30128.676798658085,0.0011389521640091116,3310.0,3608.0,0.001138952164009055,30073.835066146356,30042.98659160835
2000-06-07,30094.400715838223,-0.0011376564277588168,3558.0,4596.0,-0.0011376564277588708,30111.538757248207,30027.562354339414
2000-06-08,29888.744218919055,-0.00683371298405467,4280.0,5118.0,-0.006833712984054663,30087.545499274303,30010.42431292949
2000-06-09,29888.744218919055,0.0,3608.0,5388.0,0.0,30018.99333363458,30001.85529222452
2000-06-12,29751.63988763961,-0.0045871559633027525,2766.0,5862.0,-0.004587155963302836,29950.441167994857,29993.28627151956
2000-06-13,29751.63988763961,0.0,2844.0,6054.0,0.0,29875.033785791158,29974.434425968637
2000-06-14,29580.259473540304,-0.00576036866359447,5584.0,6126.0,-0.005760368663594417,29772.205537331574,29941.872147289767
2000-06-15,29631.673597770096,0.0017381228273464658,4778.0,6458.0,0.0017381228273465332,29720.791413101786,29904.16845618792
2000-06-16,29460.29318367079,-0.00578368999421631,5490.0,6854.0,-0.005783689994216301,29635.101206052135,29827.047269843235
2000-06-19,29545.98339072044,0.0029086678301337987,4652.0,7128.0,0.002908667830133771,29593.969906668302,29772.205537331454
2000-06-20,29614.535556360166,0.002320185614849188,5462.0,7050.0,0.0023201856148493682,29566.549040412414,29720.79141310166
2000-06-21,29648.811639180025,0.0011574074074074073,3544.0,7296.0,0.0011574074074072183,29580.25947354036,29676.232505435833
2000-06-22,29648.811639180025,0.0,5758.0,7390.0,0.0,29583.687081822347,29652.239247461926
2000-06-23,29665.949680589958,0.0005780346820809249,4884.0,7286.0,0.0005780346820809523,29624.81838120618,29629.959793629016
2000-06-26,29700.225763409817,0.0011554015020219526,5368.0,6798.0,0.0011554015020218689,29655.66685574405,29624.818381206034
2000-06-27,29683.087721999887,-0.0005770340450086555,5484.0,7024.0,-0.0005770340450086398,29669.37728887199,29617.963164642064
2000-06-28,29717.36380481975,0.0011547344110854503,3838.0,7044.0,0.0011547344110856006,29683.08772199994,29631.67359777001
2000-06-29,29734.306429565935,0.0005701254275940707,6280.0,3540.0,0.0005701254275938261,29700.18668007712,29641.936880949594
2000-06-30,29884.14336006207,0.005039193729003359,2924.0,552.0,0.0050391937290032995,29743.825415971543,29684.321898588725
2000-07-03,29750.95497739884,-0.004456824512534819,1854.0,430.0,-0.004456824512534818,29753.971258769347,29704.819057256565
2000-07-04,29784.252073064647,0.001119194180190263,1728.0,490.0,0.0011191941801902416,29774.204128982303,29721.790708927012
2000-07-05,29800.90062089755,0.0005589714924538849,1164.0,628.0,0.0005589714924538747,29790.91149219786,29736.999607098765
2000-07-06,29834.197716563358,0.0011173184357541898,1648.0,660.0,0.0011173184357542443,29810.889749597343,29755.538214837103
2000-07-07,29850.846264396263,0.0005580357142857143,616.0,696.0,0.0005580357142858094,29804.230330464186,29774.027873217732
2000-07-10,29934.08900356078,0.002788622420524261,892.0,680.0,0.002788622420524245,29840.85713569657,29797.41419723283
2000-07-11,29984.034647059492,0.0016685205784204673,2400.0,796.0,0.0016685205784203738,29880.813650495536,29827.50888973879
2000-07-12,30050.628838391105,0.002220988339811216,1514.0,690.0,0.002220988339811214,29930.759293994244,29860.835393095924
2000-07-13,30183.817221054334,0.00443213296398892,906.0,726.0,0.004432132963988922,30000.68319489244,29905.786472244763
2000-07-14,30433.545438547888,0.00827357970215113,1052.0,716.0,0.008273579702151146,30117.22302972276,29960.726680093347
2000-07-17,30799.81349087177,0.012035010940919038,262.0,748.0,0.012035010940919078,30290.36792718496,30065.612531440634
2000-07-18,30766.516395205963,-0.001081081081081081,1276.0,822.0,-0.00108108108108107,30446.864276814256,30163.838963654773
2000-07-19,30699.922203874346,-0.0021645021645021645,1178.0,932.0,-0.0021645021645022577,30576.72294991091,30253.74112195245
2000-07-20,30833.11058653758,0.004338394793926247,1400.0,1022.0,0.004338394793926392,30706.581623007554,30353.632408949874
2000-07-21,30816.462038704674,-0.0005399568034557236,1032.0,1226.0,-0.0005399568034557545,30783.16494303891,30450.193986380713
2000-07-24,30400.24834288208,-0.01350621285791464,2258.0,1554.0,-0.013506212857914646,30703.251913440974,30496.809920312844
2000-07-25,30300.357055884662,-0.0032858707557502738,3762.0,1800.0,-0.003285870755750153,30610.020045576715,30528.44216119536
2000-07-26,30450.193986380793,0.004945054945054945,2666.0,2358.0,0.0049450549450549275,30560.074402078008,30568.398675994325
2000-07-27,30466.842534213698,0.0005467468562055768,3482.0,2520.0,0.0005467468562057043,30486.820791613234,30596.70120731026
2000-07-28,30666.62510820854,0.006557377049180328,2104.0,2732.0,0.006557377049180246,30456.85340551401,30620.009174276325
2000-07-31,30683.273656041445,0.0005428881650380022,5706.0,2956.0,0.0005428881650380024,30513.458468145884,30608.355190793292
2000-08-01,30866.407682203386,0.005968529571351058,2622.0,3048.0,0.005968529571350967,30626.668593409628,30618.344319493033
2000-08-02,31049.541708365326,0.005933117583603021,3928.0,3146.0,0.0059331175836030425,30746.538137806532,30653.30626994213
2000-08-03,31216.027186694362,0.005361930294906166,2464.0,3354.0,0.00536193029490617,30896.375068302663,30691.59792995781
2000-08-04,31499.052499853722,0.009066666666666667,2444.0,3602.0,0.009066666666666556,31062.8605466317,30759.85697607272
2000-08-07,31632.240882516955,0.004228329809725159,2456.0,3740.0,0.0042283298097252064,31252.6539919268,30883.056230036203
2000-08-08,31931.91474350922,0.009473684210526316,2406.0,4246.0,0.0094736842105263,31465.755404187967,31046.21199879866
2000-08-09,31499.052499853722,-0.013555787278415016,3530.0,4436.0,-0.01355578727841511,31555.657562485645,31151.097850145947
2000-08-10,31349.21556935759,-0.0047568710359408035,2532.0,4840.0,-0.004756871035940691,31582.295239018295,31239.33515366034
2000-08-11,31499.052499853722,0.004779607010090282,2376.0,5128.0,0.004779607010090281,31582.295239018295,31322.577892824855
2000-08-14,31315.918473691785,-0.005813953488372093,2692.0,5636.0,-0.005813953488371992,31519.030757253262,31385.842374589894
2000-08-15,31349.21556935759,0.001063264221158958,2432.0,6016.0,0.0010632642211589882,31402.490922422934,31434.12316330531
2000-08-16,31432.45830852211,0.0026553372278279343,2252.0,6610.0,0.0026553372278279586,31389.17208415661,31472.414823320993
2000-08-17,31432.45830852211,0.0,2258.0,6880.0,0.0,31405.820631989518,31494.057935503766
2000-08-18,31399.406301888543,-0.0010515247108307045,1664.0,1428.0,-0.001051524710830698,31385.891392396483,31484.093315707247
2000-08-21,31399.406301888543,0.0,1098.0,1452.0,0.0,31402.588958035834,31460.809857644403
2000-08-22,30969.730215652173,-0.01368421052631579,3162.0,1378.0,-0.013684210526315854,31326.69188729475,31364.591404858696
2000-08-23,31168.042255453576,0.0064034151547491995,810.0,1430.0,0.006403415154749181,31273.808676681037,31331.490380418683
2000-08-24,31184.56825877036,0.0005302226935312832,1632.0,1432.0,0.0005302226935313126,31224.23066673069,31315.025649359963
2000-08-25,31283.72427867106,0.003179650238473768,1670.0,1474.0,0.0031796502384737746,31201.094262087194,31293.4928272417
2000-08-28,31267.198275354276,-0.0005282620179609086,1982.0,1622.0,-0.0005282620179608566,31174.65265678034,31288.620807407948
2000-08-29,31349.828291938193,0.002642706131078224,1206.0,1602.0,0.0026427061310783095,31250.672272037547,31288.682079666003
2000-08-30,31399.406301888543,0.0015814443858724301,1722.0,1504.0,0.001581444385872377,31296.94508132454,31285.376879002644
2000-08-31,31349.828291938193,-0.0015789473684210526,1662.0,1568.0,-0.0015789473684210131,31329.997087958105,31277.113877344247
2000-09-01,31567.419198395855,0.0069407367859049655,1458.0,604.0,0.006940736785905122,31386.736071903066,31293.915166994982
2000-09-04,31785.010104853514,0.006892895015906681,580.0,646.0,0.006892895015906619,31490.298437802914,31332.475547291477
2000-09-05,32136.50310759281,0.011058451816745656,1030.0,840.0,0.011058451816745585,31647.633400933835,31449.152836485544
2000-09-06,32086.289821487197,-0.0015625,296.0,960.0,-0.0015624999999999112,31785.01010485356,31540.977593088908
2000-09-07,32220.191917768832,0.004173187271778821,1606.0,1302.0,0.004173187271778733,31959.082830019684,31644.53995898876
2000-09-08,32103.027583522402,-0.0036363636363636364,1602.0,1496.0,-0.0036363636363635488,32066.204507044993,31726.470289473888
2000-09-11,31985.863249275968,-0.0036496350364963502,1704.0,1356.0,-0.0036496350364964014,32106.375135929487,31798.336786866053
2000-09-12,31935.649963170355,-0.0015698587127158557,1108.0,1358.0,-0.0015698587127158659,32066.204507044993,31856.918953989272
2000-09-13,32002.601011311173,0.0020964360587002098,696.0,1382.0,0.002096436058700135,32049.466745009784,31917.238424931536
2000-09-14,32052.814297416786,0.0015690376569037657,442.0,1436.0,0.001569037656903749,32015.991220939373,31987.537025479396
2000-09-15,32203.454155733627,0.004699738903394256,1296.0,1556.0,0.004699738903394257,32036.07653538162,32051.140521213172
2000-09-18,32119.765345557604,-0.002598752598752599,348.0,1596.0,-0.0025987525987526405,32062.856954637944,32084.616045283583
2000-09-19,32103.027583522402,-0.0005211047420531526,1584.0,1566.0,-0.0005211047420530246,32096.332478708355,32081.26849287654
2000-09-20,31600.894722466262,-0.01564129301355579,1978.0,1558.0,-0.01564129301355588,32015.991220939373,32032.728982974444
2000-09-21,31366.566053973398,-0.007415254237288136,1308.0,1430.0,-0.007415254237288171,31878.741572250692,31947.366396594898
2000-09-22,31266.139481762173,-0.0032017075773745998,748.0,1418.0,-0.0032017075773744796,31691.2786374564,31863.67758641888
2000-09-25,31249.193064698888,-0.0005420054200542005,2980.0,458.0,-0.0005420054200542257,31517.164181284657,31790.010567961173
2000-09-26,30777.761272774547,-0.015086206896551725,1690.0,202.0,-0.015086206896551824,31252.110919135088,31674.221698921592
2000-09-27,30435.786147521496,-0.011111111111111112,1002.0,178.0,-0.011111111111111183,31019.08920414613,31517.540212542626
2000-09-28,30675.168735198633,0.007865168539325843,2566.0,212.0,0.00786516853932584,30880.809740391174,31379.775656320813
2000-09-29,30281.897341157623,-0.01282051282051282,58.0,234.0,-0.012820512820512886,30683.96131227027,31187.61997486321
2000-10-09,30110.9097785311,-0.00564652738565782,10.0,234.0,-0.00564652738565774,30456.304655036707,30986.734418160562
2000-10-10,30213.502316107013,0.0034071550255536627,18.0,234.0,0.0034071550255536653,30343.4528637032,30797.78189141903
2000-10-11,30093.811022268445,-0.003961516694963215,6.0,236.0,-0.003961516694963252,30275.057838652592,30647.07352139925
2000-10-12,29820.230922066006,-0.00909090909090909,4.0,236.0,-0.009090909090909038,30104.07027602607,30492.440008208512
2000-10-13,29957.020972167225,0.0045871559633027525,1610.0,340.0,0.004587155963302614,30039.095002227987,30361.528157249013
2000-10-16,29974.119728429876,0.0005707762557077625,1714.0,354.0,0.0005707762557076723,30011.736992207745,30234.02082362211
2000-10-17,30093.811022268445,0.003993154592127781,6.0,358.0,0.003993154592127901,29987.79873344003,30165.6257985715
2000-10-18,30623.872466410674,0.017613636363636363,4.0,358.0,0.01761363636363633,30093.81102226848,30184.434430460416
2000-10-19,29957.020972167225,-0.021775544388609715,12.0,368.0,-0.021775544388609736,30121.169032288726,30112.619654157275
2000-10-20,30726.46500398659,0.025684931506849314,2.0,370.0,0.02568493150684925,30275.057838652596,30157.076420440175
2000-10-23,30418.68739125884,-0.01001669449081803,6.0,370.0,-0.010016694490818101,30363.971371218388,30187.854181712948
2000-10-24,29888.625947116616,-0.017425519955030916,6.0,370.0,-0.017425519955030833,30322.934356188023,30155.366544813907
2000-10-25,30025.415997217835,0.004576659038901602,2.0,370.0,0.004576659038901587,30203.243062349455,30148.527042308844
2000-10-26,30230.601072369667,0.00683371298405467,1426.0,584.0,0.006833712984054774,30257.95908238994,30189.56405733921
2000-10-27,30298.996097420277,0.0022624434389140274,2578.0,398.0,0.002262443438914019,30172.465301076685,30223.761569864517
2000-10-30,29786.0334095407,-0.016930022573363433,500.0,200.0,-0.0169300225733634,30045.93450473306,30204.952937975602
2000-10-31,30025.415997217835,0.008036739380022962,2800.0,200.0,0.008036739380022917,30073.292514753306,30198.11343547054
2000-11-01,30025.415997217835,0.0,800.0,200.0,0.0,30073.292514753306,30138.267788551253
2000-11-02,29717.63838449009,-0.010250569476082005,200.0,,-0.01025056947608205,29970.69997717739,30114.329529783543
2000-11-03,29717.63838449009,0.0,,,0.0,29854.428434591355,30013.446867833893
2000-11-06,29717.63838449009,0.0,,,0.0,29840.749429581232,29943.34196715702
2000-11-07,29717.63838449009,0.0,,,0.0,29779.193907035682,29926.243210894365
2000-11-08,29717.63838449009,0.0,,,0.0,29717.638384490136,29895.46544962159
2000-11-09,29717.63838449009,0.0,,,0.0,29717.638384490136,29844.169180833636
2000-11-10,29717.63838449009,0.0,,,0.0,29717.638384490136,29786.033409540618
2000-11-13,29717.63838449009,0.0,,,0.0,29717.638384490136,29779.193907035555
2000-11-14,29717.63838449009,0.0,,,0.0,29717.638384490136,29748.416145762785
2000-11-15,29717.63838449009,0.0,,,0.0,29717.638384490136,29717.638384490012
