trade_date,instrument_type,open,high,low,close,volume,oi,amount
2009-05-21,RB,4063.533217674492,4088.228723417265,4061.288171697876,4068.0233096277234,117628.0,341848.0,426907.13
2009-05-22,RB,4062.410694686184,4071.390878592647,4050.0629418147973,4061.288171697876,60222.0,340042.0,217867.67
2009-05-25,RB,4073.635924569263,4073.635924569263,4041.0827579083343,4051.1854648031053,95810.0,353156.0,345612.09
2009-05-26,RB,4051.1854648031053,4063.533217674492,4036.592665955103,4042.2052808966423,114194.0,342966.0,411828.32
2009-05-27,RB,4072.513401580955,4072.513401580955,4047.817895838182,4052.3079877914133,46518.0,336726.0,167963.46
2009-06-01,RB,4074.7584475575704,4105.066568241883,4065.7782636511074,4093.8413383588045,193008.0,345990.0,703285.91
2009-06-02,RB,4108.434137206807,4133.12964294958,4099.4539533003435,4102.821522265267,199128.0,343720.0,729587.81
2009-06-03,RB,4107.311614218499,4121.904413066502,4103.9440452535755,4119.659367089886,105466.0,344674.0,386543.43
2009-06-04,RB,4097.2089073237275,4166.805332598816,4091.5962923821885,4153.335056739122,370954.0,364312.0,1370063.9
2009-06-05,RB,4176.908039493586,4240.891849827135,4175.785516505279,4216.196344084362,267786.0,346124.0,1005457.86
2009-06-08,RB,4215.073821096054,4257.729694651754,4206.093637189591,4252.117079710214,293778.0,349442.0,1107681.56
2009-06-09,RB,4262.219786604985,4273.445016488064,4229.666619944057,4242.0143728154435,214676.0,345982.0,811908.94
2009-06-10,RB,4256.607171663446,4280.180154417911,4236.401757873904,4274.567539476371,238210.0,350576.0,904620.14
2009-06-11,RB,4276.812585452987,4422.740573933011,4273.445016488064,4353.144148657922,634152.0,379366.0,2453587.22
2009-06-12,RB,4364.369378541001,4409.270298073316,4304.875660160684,4337.428826821612,588842.0,356098.0,2292378.62
2009-06-15,RB,4327.326119926842,4352.021625669615,4291.40538430099,4320.590981996994,366022.0,347822.0,1409434.99
2009-06-16,RB,4298.140522230837,4357.634240611154,4297.017999242529,4338.55134980992,358246.0,343406.0,1384388.19
2009-06-17,RB,4334.061257856689,4353.144148657922,4311.610798090531,4323.958550961918,212522.0,336914.0,819794.89
2009-06-18,RB,4323.958550961918,4338.55134980992,4299.263045219144,4312.733321078839,188838.0,324540.0,726222.54
2009-06-19,RB,4323.958550961918,4400.290114166853,4317.22341303207,4385.697315318851,556782.0,347244.0,2166622.89
2009-06-22,RB,4386.8198383071585,4418.250481979779,4377.8396544006955,4399.167591178545,486210.0,351602.0,1904574.23
2009-06-23,RB,4375.5946084240795,4377.8396544006955,4304.875660160684,4356.511717622846,481544.0,353118.0,1862961.84
2009-06-24,RB,4364.369378541001,4374.472085435772,4330.693688891765,4344.163964751459,278854.0,360512.0,1080352.05
2009-06-25,RB,4335.183780844996,4364.369378541001,4330.693688891765,4339.673872798228,281842.0,364480.0,1091253.0
2009-06-26,RB,4344.163964751459,4363.246855552693,4317.22341303207,4326.203596938533,370288.0,386812.0,1429609.21
2009-06-29,RB,4317.22341303207,4325.081073950226,4291.40538430099,4298.140522230837,269442.0,347228.0,1034133.07
2009-06-30,RB,4301.50809119576,4310.488275102223,4284.670246371143,4294.772953265913,195086.0,328402.0,746957.74
2009-07-01,RB,4294.772953265913,4316.100890043763,4288.037815336066,4309.365752113916,204968.0,350394.0,786219.65
2009-07-02,RB,4328.448642915149,4353.144148657922,4316.100890043763,4340.796395786536,270952.0,360910.0,1046983.76
2009-07-03,RB,4340.796395786536,4358.756763599462,4330.693688891765,4331.816211880073,255284.0,337062.0,987833.84
2009-07-06,RB,4330.693688891765,4348.654056704691,4327.326119926842,4339.673872798228,124140.0,317320.0,479959.47
2009-07-07,RB,4350.899102681306,4355.389194634538,4337.428826821612,4344.163964751459,75408.0,292496.0,291806.83
2009-07-08,RB,4334.061257856689,4344.163964751459,4307.1207061373,4321.713504985302,91018.0,265660.0,350593.55
2009-07-09,RB,4311.610798090531,4341.918918774843,4311.610798090531,4338.55134980992,54998.0,245964.0,211894.06
2009-07-10,RB,4330.8180298997,4371.042345966881,4330.8180298997,4357.634240611154,187346.0,202628.0,729751.39
2009-07-13,RB,4369.925003853903,4394.506530339402,4364.338293289017,4375.51171441879,176378.0,229608.0,691582.69
2009-07-14,RB,4393.389188226425,4398.975898791311,4375.51171441879,4387.802477661539,139702.0,243330.0,548545.71
2009-07-15,RB,4397.858556678334,4474.955162473762,4396.741214565357,4471.6031361348305,325300.0,301264.0,1292854.47
2009-07-16,RB,4480.541873038648,4524.11821544476,4461.547057118035,4507.358083750101,343434.0,321434.0,1383730.72
2009-07-17,RB,4508.475425863078,4517.414162766896,4468.251109795899,4477.189846699716,240664.0,341312.0,965786.62
2009-07-20,RB,4487.245925716511,4504.006057411169,4476.072504586739,4501.771373185215,236266.0,331820.0,949392.93
2009-07-21,RB,4511.82745220201,4519.648846992851,4485.011241490557,4507.358083750101,257934.0,313618.0,1039570.42
2009-07-22,RB,4518.531504879874,4567.694557850871,4509.592767976056,4549.817084043236,385238.0,323830.0,1566472.15
2009-07-23,RB,4567.694557850871,4607.918873918051,4554.286452495145,4605.684189692097,374508.0,335622.0,1535964.5
2009-07-24,RB,4609.036216031028,4690.602190278365,4603.449505466142,4674.9594006966845,491822.0,366596.0,2045610.02
2009-07-27,RB,4690.602190278365,4757.642717056999,4668.255348018821,4733.0611905714995,703260.0,357310.0,2966570.0
2009-07-28,RB,4731.943848458523,4844.795401869222,4712.949032537909,4839.208691304335,804126.0,367064.0,3433395.62
2009-07-29,RB,4841.44337553029,4934.182770907399,4809.040454253951,4907.366560195946,1523852.0,381370.0,6658809.8
2009-07-30,RB,4927.478718229536,4971.055060635647,4872.728954693652,4965.4683500707615,1242210.0,397818.0,5475626.36
2009-07-31,RB,5007.927350363895,5169.9419567455925,4977.75911331351,5169.9419567455925,1169890.0,322324.0,5311566.84
2009-08-03,RB,5337.543273692175,5426.930642730353,5285.028194382246,5426.930642730353,780966.0,279200.0,3767560.16
2009-08-04,RB,5538.840960624274,5558.982200481089,5386.662703928335,5416.874563713558,1215952.0,302670.0,5931793.46
2009-08-05,RB,5449.324339038428,5538.840960624274,5393.376450547273,5454.919127887542,1873192.0,381270.0,9129839.18
2009-08-06,RB,5443.729550189312,5481.774114363297,5382.186872849043,5430.302056951435,1621836.0,404006.0,7880805.29
2009-08-07,RB,5412.398732634266,5431.421014721258,5181.89343205071,5206.510502986818,2229450.0,479442.0,10548728.9
2009-08-10,RB,5212.105291835933,5287.07546241408,5097.971599313978,5194.201967518764,2447234.0,545680.0,11316621.22
2009-08-11,RB,5167.34698104301,5231.127573922926,5150.562614495663,5212.105291835933,1560460.0,574404.0,7248931.44
2009-08-12,RB,5197.558840828233,5216.581122915226,5106.923261472563,5137.1351212577865,1695626.0,586680.0,7806484.27
2009-08-13,RB,5170.703854352479,5235.603405002218,5149.443656725841,5166.228023273186,1571528.0,609950.0,7286234.89
2009-08-14,RB,5169.584896582656,5191.964051979117,4991.670611180785,5048.737457441763,1802234.0,617946.0,8151190.98
2009-08-17,RB,4971.52937132397,5076.71140168734,4884.250665277769,4963.696666935208,2215634.0,677222.0,9859008.87
2009-08-18,RB,5007.3360199583085,5034.191006434063,4914.462525062992,4941.317511538747,1939468.0,699532.0,8616553.58
2009-08-19,RB,4923.414187221577,4939.0795959991,4720.882830883598,4720.882830883598,2016294.0,773276.0,8680047.32
2009-08-20,RB,4744.3809440498835,4830.540692326261,4622.414547139167,4792.4961281522765,3422102.0,737710.0,14464936.4
2009-08-21,RB,4777.949677144576,4952.507089236978,4749.975732898999,4849.562974413254,3726314.0,584028.0,16180349.7
2009-08-24,RB,4980.481033482554,4992.789568950609,4818.232156858207,4837.2544389452,2943276.0,711510.0,12829032.16
2009-08-25,RB,4789.139254842807,4789.139254842807,4678.362435630322,4744.3809440498835,2379552.0,713656.0,10060511.65
2009-08-26,RB,4710.8122109551905,4807.042579159976,4701.860548796606,4776.830719374753,2537210.0,713672.0,10782446.25
2009-08-27,RB,4755.5705217481145,4824.945903477145,4725.358661962891,4779.068634914399,2480188.0,664620.0,10602582.82
2009-08-28,RB,4798.090917001391,4848.444016643431,4755.5705217481145,4780.187592684222,2079554.0,551250.0,8924479.35
2009-08-31,RB,4804.250616569253,4816.597989649221,4605.570158827954,4624.652462678813,1533870.0,478138.0,6401021.81
2009-09-01,RB,4599.957716518878,4632.50988191152,4550.568224199007,4574.140481897128,2298522.0,565666.0,9409943.57
2009-09-02,RB,4512.403616497289,4578.630435744389,4502.301220340952,4525.873478039071,2495062.0,655448.0,10093509.07
2009-09-03,RB,4535.975874195409,4574.140481897128,4493.32131264643,4544.955781889931,2692972.0,785996.0,10876064.82
2009-09-04,RB,4551.690712660822,4566.283062664421,4506.791174188213,4524.750989577256,2149974.0,743134.0,8696251.57
2009-09-07,RB,4510.158639573659,4510.158639573659,4386.684908773981,4399.032281853949,2319506.0,813362.0,9187548.47
2009-09-08,RB,4375.460024155829,4443.931820326558,4355.255231843154,4427.0944933993305,2940662.0,856186.0,11548738.08
2009-09-09,RB,4445.054308788374,4543.833293428116,4439.4418664792975,4539.343339580855,3511382.0,822244.0,14054931.26
2009-09-10,RB,4557.303154969899,4577.507947282573,4493.32131264643,4497.811266493691,3042352.0,820362.0,12308646.61
2009-09-11,RB,4489.953847260984,4518.016058806365,4441.686843402928,4458.524170330157,2300404.0,771010.0,9196166.77
2009-09-14,RB,4408.012189548471,4461.891635715603,4377.705001079459,4459.646658791972,2204152.0,826866.0,8679057.2
2009-09-15,RB,4482.096428028277,4485.463893413723,4434.9519126320365,4452.911728021081,2442764.0,851042.0,9703233.04
2009-09-16,RB,4473.116520333755,4534.853385733593,4451.789239559265,4530.363431886332,2972124.0,945416.0,11914462.75
2009-09-17,RB,4546.078270351746,4562.915597278975,4478.728962642831,4478.728962642831,2894650.0,845812.0,11674841.43
2009-09-18,RB,4468.626566486494,4486.586381875538,4419.237074166624,4459.646658791972,2542940.0,809736.0,10089918.35
2009-09-21,RB,4456.279193406526,4497.811266493691,4446.176797250189,4477.606474181016,2124888.0,792970.0,8475798.47
2009-09-22,RB,4464.136612639233,4477.606474181016,4437.196889555667,4440.564354941113,1579692.0,796146.0,6267676.86
2009-09-23,RB,4442.809331864743,4449.544262635635,4366.480116461307,4367.602604923122,1982280.0,763850.0,7764950.45
2009-09-24,RB,4356.377720304969,4357.500208766784,4280.048504901533,4326.070531835958,1994462.0,654936.0,7660254.34
2009-09-25,RB,4299.130808752392,4318.213112603251,4277.803527977902,4293.518366443316,1428766.0,575450.0,5468779.2
2009-09-28,RB,4278.926016439717,4282.293481825163,4082.4905356220497,4107.185281781985,1576644.0,464788.0,5851379.45
2009-09-29,RB,4081.217144470249,4155.320545196402,4054.6726427175972,4146.472377945519,1295222.0,342684.0,4823266.16
2009-09-30,RB,4146.472377945519,4171.91085879181,4102.231541691099,4130.988085256472,1001550.0,322192.0,3735566.38
2009-10-09,RB,4158.6386079154845,4197.349339638102,4062.4147890621207,4063.520809968481,1369966.0,477142.0,5083454.34
2009-10-12,RB,4019.279973714061,4092.2773535338542,3992.735471961409,4086.7472490020514,2780278.0,846648.0,10188053.02
2009-10-13,RB,4081.217144470249,4100.019499878377,4044.7184545603527,4053.5666218112365,3021334.0,957126.0,11117671.39
2009-10-14,RB,4042.5064127476317,4084.535207189331,4039.18835002855,4067.944893593923,1978512.0,933878.0,7278206.32
2009-10-15,RB,4069.0509145002834,4156.426566102763,4067.944893593923,4154.214524290042,3455848.0,1030266.0,12884269.06
2009-10-16,RB,4159.744628821844,4234.954050454358,4158.6386079154845,4234.954050454358,3382296.0,1021444.0,12796844.21
2009-10-19,RB,4236.060071360719,4380.948810093945,4236.060071360719,4274.770803083336,4873370.0,928462.0,18941930.16
2009-10-20,RB,4291.361116678744,4312.375513899594,4213.9396532335095,4249.332322237045,4400712.0,956600.0,16933329.08
2009-10-21,RB,4244.908238611603,4306.845409367791,4231.635987735277,4299.103263023268,4327680.0,1074998.0,16695343.59
2009-10-22,RB,4335.601952933164,4357.722371060374,4262.604573113371,4263.710594019732,3798008.0,941386.0,14792721.97
2009-10-23,RB,4269.2406985515345,4326.75378568228,4263.710594019732,4303.52734664871,3262858.0,962532.0,12676068.65
2009-10-26,RB,4311.269492993233,4429.613729973807,4311.269492993233,4425.1896463483645,3803970.0,986416.0,15061062.96
2009-10-27,RB,4410.811374565678,4439.567918131052,4370.9946219367,4392.00901915755,4219748.0,933452.0,16788798.84
2009-10-28,RB,4388.690956438469,4388.690956438469,4267.028656738813,4274.770803083336,3985220.0,974492.0,15594729.65
2009-10-29,RB,4224.999862297114,4262.604573113371,4188.501172387218,4241.590175892522,3560734.0,947758.0,13608950.06
2009-10-30,RB,4290.255095772383,4307.951430274152,4252.650384956127,4285.831012146942,3493144.0,889906.0,13504981.88
2009-11-02,RB,4250.438343143405,4331.177869307722,4233.8480295479985,4324.5417438695595,3874360.0,978936.0,15001609.97
2009-11-03,RB,4324.5417438695595,4357.722371060374,4286.937033053302,4292.467137585105,3823694.0,912700.0,14960651.38
2009-11-04,RB,4297.997242116907,4316.799597525036,4275.876823989697,4301.315304835989,2265846.0,839078.0,8805748.25
2009-11-05,RB,4284.048706975297,4308.663525926192,4270.135983220443,4296.891221210547,1510032.0,550348.0,6061421.05
2009-11-06,RB,4302.242268808567,4350.401697190753,4302.242268808567,4349.331487671148,2115116.0,783684.0,8550070.0
2009-11-09,RB,4350.401697190753,4414.6142683670005,4339.699601994712,4398.561125572938,2741108.0,866502.0,11187617.08
2009-11-10,RB,4417.824896925813,4434.948249239478,4364.314420945607,4367.525049504419,4093486.0,925730.0,16816446.39
2009-11-11,RB,4381.437773259272,4402.8419636513545,4345.050649592732,4351.471906710357,3384350.0,826464.0,13834462.64
2009-11-12,RB,4360.03358286719,4371.805887582836,4316.154992563421,4332.208135357483,2801338.0,840876.0,11358082.28
2009-11-13,RB,4314.014573524213,4356.822954308378,4288.329545053713,4354.682535269169,3108858.0,870484.0,12552695.33
2009-11-16,RB,4356.822954308378,4371.805887582836,4335.418763916296,4341.84002103392,2375782.0,843940.0,9669428.45
2009-11-17,RB,4361.103792386794,4365.384630465211,4316.154992563421,4323.64645920065,1720030.0,824616.0,6977669.59
2009-11-18,RB,4330.0677163182745,4337.559182955503,4311.8741544850045,4328.997506798671,1227332.0,742162.0,4962254.59
2009-11-19,RB,4321.506040161442,4427.456782602249,4318.295411602629,4403.912173170959,2827416.0,800276.0,11600299.21
2009-11-20,RB,4419.965315965021,4447.790763474728,4372.876097102439,4397.490916053334,2400314.0,789772.0,9883458.95
2009-11-23,RB,4411.403639808188,4487.3885157000805,4406.052592210167,4479.897049062852,2460280.0,859780.0,10232840.79
2009-11-24,RB,4462.773696749186,4492.739563298101,4379.297354220064,4407.122801729772,2614316.0,750970.0,10871711.63
2009-11-25,RB,4418.895106445417,4430.667411161062,4391.069658935709,4418.895106445417,1586646.0,705540.0,6539696.85
2009-11-26,RB,4396.254959799052,4438.974751811234,4331.204367416866,4363.244211426002,1769590.0,432160.0,7985699.96
2009-11-27,RB,4333.146176144693,4339.942506692085,4161.296103732053,4161.296103732053,2608656.0,483562.0,11375495.69
2009-11-30,RB,4209.841321927714,4275.862818673812,4196.248660832929,4247.706592120329,3268228.0,514984.0,14289853.85
2009-12-01,RB,4262.270157579028,4279.746436129465,4204.986800108148,4239.939357209024,2929698.0,572052.0,12775032.95
2009-12-02,RB,4260.328348851201,4280.717340493378,4234.113931025544,4249.648400848156,2660750.0,636968.0,11662860.68
2009-12-03,RB,4255.473827031635,4268.095583762507,4238.96845284511,4257.415635759461,2102022.0,608046.0,9209184.97
2009-12-04,RB,4240.910261572937,4253.532018303808,4209.841321927714,4246.735687756416,2500528.0,641718.0,10902959.12
2009-12-07,RB,4227.317600478152,4267.124679398594,4227.317600478152,4245.764783392503,1983820.0,664010.0,8681172.94
2009-12-08,RB,4252.561113939895,4257.415635759461,4163.237912459879,4192.3650433772755,2779118.0,732298.0,12010789.72
2009-12-09,RB,4159.3542950042265,4165.179721187706,4122.459929175524,4142.848920817702,1871676.0,735304.0,7996219.21
2009-12-10,RB,4142.848920817702,4210.812226291627,4126.343546631177,4207.899513199887,3354396.0,839430.0,14405878.95
2009-12-11,RB,4223.433983022499,4272.950105582073,4223.433983022499,4268.095583762507,3160862.0,865224.0,13833706.19
2009-12-14,RB,4271.97920121816,4304.0190452272955,4204.986800108148,4301.106332135556,2822038.0,956258.0,12372536.34
2009-12-15,RB,4301.106332135556,4308.873567046862,4256.444731395548,4266.153775034681,2691114.0,978684.0,11865853.9
2009-12-16,RB,4259.3574444872875,4290.426384132511,4242.852070300763,4264.211966306854,1644196.0,970528.0,7229689.19
2009-12-17,RB,4286.542766676858,4302.077236499469,4247.706592120329,4258.386540123374,1735560.0,931778.0,7643066.5
2009-12-18,RB,4223.433983022499,4261.299253215114,4222.463078658586,4251.590209575982,1061746.0,852086.0,4642923.05
2009-12-21,RB,4261.299253215114,4289.455479768598,4244.79387902859,4289.455479768598,1170240.0,909188.0,5137621.56
2009-12-22,RB,4282.659149221205,4308.873567046862,4274.891914309899,4276.833723037726,1933556.0,916252.0,8547386.84
2009-12-23,RB,4281.6882448572915,4298.193619043816,4265.182870670767,4279.746436129465,1166438.0,892398.0,5146530.65
2009-12-24,RB,4299.16452340773,4347.70974160339,4284.600957949032,4331.204367416866,1507386.0,1018962.0,6697230.37
2009-12-25,RB,4331.204367416866,4347.70974160339,4312.757184502515,4329.26255868904,1129794.0,957350.0,5039703.67
2009-12-28,RB,4335.087984872519,4405.964003438184,4333.146176144693,4393.342246707312,1346854.0,1028662.0,6074422.48
2009-12-29,RB,4393.342246707312,4414.702142713402,4357.418785242523,4368.098733245568,1430618.0,996206.0,6456263.78
2009-12-30,RB,4366.156924517742,4383.63320306818,4346.738837239477,4355.476976514697,973818.0,952476.0,4380318.07
2009-12-31,RB,4364.215115789915,4386.545916159919,4355.476976514697,4379.749585612527,976200.0,911846.0,4395510.36
2010-01-04,RB,4391.400437979485,4475.869117639935,4391.400437979485,4445.771082358626,1809996.0,965458.0,8282816.6
2010-01-05,RB,4458.392839089497,4471.9855001842825,4438.974751811234,4455.480125997758,1320756.0,987708.0,6063189.72
2010-01-06,RB,4453.538317269931,4500.141726737766,4447.712891086452,4487.519970006894,1481228.0,1027884.0,6843972.97
2010-01-07,RB,4505.9671529212455,4514.705292196464,4261.299253215114,4358.389689606436,2196160.0,932514.0,9969128.77
2010-01-08,RB,4373.924159429048,4378.778681248614,4283.630053585119,4332.175271780779,1520076.0,894544.0,6774331.96
2010-01-11,RB,4364.215115789915,4386.545916159919,4344.797028511651,4384.604107432093,1130570.0,939144.0,5089883.87
2010-01-12,RB,4373.924159429048,4396.254959799052,4349.651550331218,4378.778681248614,1176288.0,957810.0,5297047.03
2010-01-13,RB,4291.397288496424,4330.233463052953,4227.317600478152,4289.455479768598,1461688.0,906786.0,6461792.87
2010-01-14,RB,4320.52441941382,4334.117080508606,4301.106332135556,4304.0190452272955,1076498.0,938680.0,4789138.26
2010-01-15,RB,4290.426384132511,4306.931758319036,4228.288504842065,4240.910261572937,1276950.0,939862.0,5612926.25
2010-01-18,RB,4212.754035019453,4271.0082968542465,4184.59780846597,4267.124679398594,1148302.0,943604.0,5023659.61
2010-01-19,RB,4276.833723037726,4289.455479768598,4234.113931025544,4254.502922667722,1236092.0,888684.0,5424196.42
2010-01-20,RB,4264.211966306854,4266.153775034681,4214.6958437472795,4237.0266441172835,1243448.0,847790.0,5426460.41
2010-01-21,RB,4210.812226291627,4238.96845284511,4200.132278288582,4225.375791750325,960118.0,862226.0,4170767.43
2010-01-22,RB,4193.335947741189,4208.8704175638,4133.13987717857,4163.237912459879,1207020.0,856708.0,5188260.03
2010-01-25,RB,4155.470677548574,4170.0342430072715,4140.907112089875,4153.528868820747,870946.0,874294.0,3728243.73
2010-01-26,RB,4161.296103732053,4165.179721187706,4134.110781542483,4140.907112089875,818680.0,852992.0,3496095.47
2010-01-27,RB,4150.616155729007,4201.103182652495,4140.907112089875,4190.423234649449,1452742.0,891916.0,6246236.0
2010-01-28,RB,4136.052590270309,4193.335947741189,4131.198068450743,4168.092434279445,1793390.0,914470.0,7703388.46
2010-01-29,RB,4156.441581912487,4189.452330285536,4151.58706009292,4174.888764826838,1234868.0,870164.0,5307575.01
2010-02-01,RB,4191.394139013362,4207.899513199887,4151.58706009292,4170.0342430072715,1156486.0,861912.0,4968580.62
2010-02-02,RB,4190.423234649449,4197.219565196842,4005.951405505938,4037.9912495150743,2453186.0,825676.0,10326820.27
2010-02-03,RB,4053.5257193376856,4066.1474760685574,4015.6604491450703,4058.3802411572515,1448904.0,802842.0,6034886.88
2010-02-04,RB,4029.2531102398552,4037.0203451511607,3973.911561496802,3995.2714575028926,1152398.0,775898.0,4752121.77
2010-02-05,RB,3970.998848405062,3990.4169356833263,3947.6971436711447,3989.446031319413,849138.0,711780.0,3471591.66
2010-02-08,RB,4000.1259793224585,4018.57316223681,3983.620605135934,4008.8641185976776,577962.0,685168.0,2382977.16
2010-02-09,RB,4003.038692414198,4044.7875800624665,3995.2714575028926,4036.0494407872475,617652.0,690518.0,2555529.5
2010-02-10,RB,4050.613006245946,4096.245511349867,4035.0785364233343,4075.8565197076896,732940.0,680758.0,3071846.54
2010-02-11,RB,4087.507372074648,4112.750885536392,4068.0892847963837,4105.954554988999,497494.0,676876.0,2097915.07
2010-02-12,RB,4122.459929175524,4173.917860462924,4109.838172444653,4168.092434279445,599774.0,656346.0,2564861.87
2010-02-22,RB,4204.0158957442345,4248.6774964842425,4105.954554988999,4119.547216083784,1055136.0,710878.0,4514792.24
2010-02-23,RB,4116.634502992045,4171.976051735098,4097.21641571378,4158.383390640313,1147210.0,798784.0,4902124.75
2010-02-24,RB,4137.0234946342225,4156.441581912487,4109.838172444653,4129.256259722916,1098624.0,824246.0,4672047.52
2010-02-25,RB,4134.110781542483,4138.965303362049,4069.060189160297,4086.536467710735,929826.0,790336.0,3937055.42
2010-02-26,RB,4085.565563346822,4096.245511349867,4053.5257193376856,4091.390989530301,703304.0,727690.0,2951418.09
2010-03-01,RB,4063.8189248070616,4088.2839710110175,4041.1013819033888,4086.536467710735,694750.0,443312.0,3234074.85
2010-03-02,RB,4076.925199559181,4080.4202061597457,4017.5100873495744,4027.121355501128,850004.0,463304.0,3936290.1
2010-03-03,RB,4045.470140154095,4045.470140154095,3994.792544445901,4007.0250675478787,857462.0,491082.0,3940990.67
2010-03-04,RB,4010.520074148444,4015.7625840492915,3951.1049619388373,3956.347471839685,1139868.0,519260.0,5192915.95
2010-03-05,RB,3956.347471839685,3987.8025312447708,3943.241197087566,3984.307524644206,972182.0,526852.0,4418260.02
2010-03-08,RB,4000.035054346749,4043.722636853812,3994.792544445901,4041.9751335535298,1078198.0,622494.0,4971105.32
2010-03-09,RB,4032.363865401976,4061.1976698566377,4015.7625840492915,4050.7126500549425,1233638.0,690336.0,5706512.46
2010-03-10,RB,4055.9551599557904,4075.1776962588983,4035.858872002541,4062.071421506779,1473124.0,715950.0,6836389.98
2010-03-11,RB,4069.0614347079095,4083.0414611101696,4021.878845600281,4064.692676457203,2179364.0,808320.0,10123108.69
2010-03-12,RB,4079.5464545096047,4087.410219360876,4060.3239182064967,4069.9351863580505,1492582.0,840734.0,6955850.28
