trade_date,close,TermStructure,Volume,OI,pct_change,ma5,ma10,instrument_id
1995-05-17,55611.687629033535,0.004408060453400504,60.0,100.0,,,,RU
1995-05-18,54740.03108312392,-0.01567398119122257,40.0,60.0,-0.01567398119122254,,,RU
1995-05-22,56274.14660392483,0.02802547770700637,20.0,40.0,0.028025477707006363,,,RU
1995-05-23,56960.416684460506,0.012195121951219513,20.0,,0.012195121951219523,,,RU
1995-05-31,56960.416684460506,0.0,,,0.0,56109.33973700066,,RU
1995-06-16,54386.90388245175,-0.045180722891566265,200.0,200.0,-0.04518072289156627,55864.382987684316,,RU
1995-06-21,52293.78013681796,,800.0,200.0,-0.03848580441640381,55375.13279842312,,RU
1995-06-22,50303.59690326452,-0.03805774278215223,400.0,200.0,-0.03805774278215224,54181.02285829106,,RU
1995-06-23,48712.32753705408,-0.0316333118140736,20.0,,-0.031633311814073695,52531.405028809764,,RU
1995-06-27,48712.32753705408,0.0,,,0.0,50881.787199328486,53495.56346816458,RU
1995-07-12,48712.32753705408,0.0,,,0.0,49746.87193024896,52805.62745896663,RU
1995-07-17,47260.63565681075,-0.029801324503311258,1000.0,1000.0,-0.02980132450331119,48740.24303424752,52057.687916335315,RU
1995-07-18,45841.20359612839,-0.030034129692832763,1540.0,60.0,-0.0300341296928327,47847.76437282028,51014.39361555565,RU
1995-07-19,45808.94377656742,-0.0007037297677691766,220.0,60.0,-0.0007037297677691122,47267.08762072296,49899.24632476635,RU
1995-07-20,48357.4695218835,0.05563380281690141,1840.0,60.0,0.05563380281690145,47196.11601768884,49038.95160850865,RU
1995-07-21,50647.91671071186,0.047364909939959975,1000.0,60.0,0.04736490993996001,47583.2338524204,48665.05289133466,RU
1995-07-24,48163.91060451772,-0.04904458598726115,12000.0,60.0,-0.04904458598726125,47763.888841961794,48252.065938104635,RU
1995-07-25,46325.10088954283,-0.038178164768921635,200.0,60.0,-0.03817816476892155,47860.66830064469,47854.21633673248,RU
1995-07-26,45744.42413744549,-0.012534818941504178,20.0,60.0,-0.012534818941504213,47847.764372820304,47557.42599677162,RU
1995-07-27,45325.046483152975,-0.00916784203102962,100.0,160.0,-0.009167842031029605,47241.27976507419,47218.697891381504,RU
1995-07-28,45873.463415689344,0.01209964412811388,20.0,160.0,0.01209964412811382,46286.38910606968,46934.811479245036,RU
1995-07-31,45873.463415689344,0.0,,160.0,0.0,45828.299668304004,46796.09425513289,RU
1995-08-01,45776.683957006455,-0.002109704641350211,40.0,200.0,-0.002109704641350185,45718.61628179673,46789.642291220705,RU
1995-08-02,46776.73836339631,0.021846370683579985,520.0,200.0,0.021846370683580085,45925.079126986886,46886.42174990358,RU
1995-08-03,46776.73836339631,0.0,,200.0,0.0,46215.417503035555,46728.34863405487,RU
1995-08-04,46776.73836339631,0.0,,200.0,0.0,46396.07249257693,46341.23079932332,RU
1995-08-07,46776.73836339631,0.0,,200.0,0.0,46576.72748211833,46202.51357521118,RU
1995-08-08,45808.94377656742,-0.020689655172413796,40.0,200.0,-0.020689655172413723,46583.17944603052,46150.89786391363,RU
1995-08-09,45808.94377656742,0.0,,200.0,0.0,46389.620528664746,46157.34982782583,RU
1995-08-11,46454.14016778668,0.014084507042253518,200.0,200.0,0.014084507042253502,46325.100889542824,46270.2591962892,RU
1995-08-14,46228.32143085994,-0.004861111111111111,800.0,200.0,-0.004861111111111094,46215.41750303555,46305.74499780626,RU
1995-08-15,48196.17042407868,0.04256803907885555,400.0,200.0,0.042568039078855424,46499.303915172015,46538.015698645184,RU
1995-08-16,48196.17042407868,0.0,,200.0,0.0,46976.749244674254,46779.96434535241,RU
1995-08-17,45808.94377656742,-0.04953145917001338,40.0,200.0,-0.04953145917001334,46976.749244674254,46683.18488666952,RU
1995-08-18,45808.94377656742,0.0,,200.0,0.0,46847.7099664304,46586.40542798663,RU
1995-08-21,45808.94377656742,0.0,,200.0,0.0,46763.8344355719,46489.62596930374,RU
1995-08-22,45808.94377656742,0.0,,200.0,0.0,46286.38910606965,46392.84651062085,RU
1995-08-23,45808.94377656742,0.0,,200.0,0.0,45808.9437765674,46392.84651062085,RU
1995-08-24,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,46392.84651062085,RU
1995-08-25,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,46328.32687149892,RU
1995-08-28,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,46286.38910606967,RU
1995-08-30,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,46047.666441318535,RU
1995-09-05,45808.94377656742,,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-08,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-12,45808.94377656742,,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-15,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-18,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-19,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-20,45808.94377656742,0.0,,200.0,0.0,45808.943776567416,45808.94377656742,RU
1995-09-21,48099.39096539579,0.05,20.0,200.0,0.049999999999999815,46267.03321433309,46037.988495450256,RU
1995-09-29,48099.39096539579,0.0,,200.0,0.0,46725.12265209876,46267.033214333096,RU
1995-10-10,48099.39096539579,,,200.0,0.0,47183.21208986444,46496.07793321593,RU
1995-10-12,50486.61761290705,,100.0,300.0,0.04963112005365522,48118.74685713236,46963.84531684989,RU
1995-10-13,50970.51490632151,0.009584664536741214,100.0,200.0,0.009584664536741228,49151.061083083165,47480.002429825305,RU
1995-10-27,50970.51490632151,0.0,,200.0,0.0,49725.28587126831,47996.15954280071,RU
1995-10-30,50970.51490632151,0.0,,200.0,0.0,50299.510659453445,48512.31665577612,RU
1995-11-02,51647.97111710172,0.013291139240506329,180.0,200.0,0.013291139240506178,51009.22668979464,49096.219389829545,RU
1995-11-03,52744.804982174464,0.021236727045596503,100.0,160.0,0.021236727045596426,51460.86416364812,49789.80551039025,RU
1995-11-07,52260.90768876002,-0.009174311926605505,100.0,100.0,-0.00917431192660545,51718.94272013582,50435.001901609525,RU
1995-11-08,54864.06765560242,0.049810844892812116,40.0,60.0,0.04981084489281229,52497.65326999201,51111.469570630186,RU
1995-11-09,57005.90813464996,0.03903903903903904,60.0,,0.039039039039038936,53704.731915657714,52002.121287555594,RU
1995-11-14,57005.90813464996,0.0,,,0.0,54776.31931916736,52892.773004480994,RU
1995-12-15,57005.90813464996,0.0,,,0.0,55628.53994966246,53544.70205665528,RU
1996-01-12,54205.03981589548,-0.049132947976878616,40.0,40.0,-0.049132947976878734,56017.36637508955,53868.154547612685,RU
1996-01-15,54040.28285596875,-0.00303951367781155,856.0,516.0,-0.0030395136778115233,55852.60941516282,54175.13134257741,RU
1996-01-16,54040.28285596875,0.0,1416.0,1576.0,0.0,55259.484359426584,54482.10813754214,RU
1996-01-17,54007.3314639834,-0.0006097560975609756,1590.0,1996.0,-0.0006097560975609763,54659.76902529326,54718.044172230315,RU
1996-01-18,54007.3314639834,0.0,1348.0,2540.0,0.0,54060.05369115995,54844.296820411204,RU
1996-01-19,54534.55373574895,0.009762050030506406,1580.0,2600.0,0.009762050030506451,54125.95647513063,55071.661425110105,RU
1996-01-22,54237.99120788083,-0.005438066465256798,1904.0,3096.0,-0.005438066465256797,54165.49814551305,55009.05378033794,RU
1996-01-23,54139.13703192479,-0.0018226002430133657,1544.0,3106.0,-0.001822600243013395,54185.268980704255,54722.37667006542,RU
1996-01-24,54303.893991851524,0.0030432136335970784,1880.0,2806.0,0.0030432136335969413,54244.58148627789,54452.175255785565,RU
1996-01-25,54271.685276553864,-0.0005931198102016608,1452.0,2750.0,-0.0005931198102017142,54297.452248791975,54178.75296997595,RU
1996-01-26,54207.26784595854,-0.0011869436201780415,1470.0,3190.0,-0.001186943620178127,54231.995070833895,54178.97577298227,RU
1996-01-29,54175.05913066088,-0.0005941770647653001,1340.0,3260.0,-0.0005941770647651668,54219.40865538991,54192.453400451486,RU
1996-01-30,54046.22426947025,-0.002378121284185493,1782.0,3092.0,-0.002378121284185464,54200.826102899,54193.04754180163,RU
1996-01-31,53852.9719776843,-0.003575685339690107,2004.0,3630.0,-0.0035756853396902155,54110.641700065564,54177.61159317172,RU
1996-02-01,53852.9719776843,0.0,1200.0,840.0,0.0,54026.89904029165,54162.17564454181,RU
1996-02-02,53594.68434229972,-0.004796163069544364,1080.0,780.0,-0.004796163069544446,53904.38233955988,54068.18870519689,RU
1996-02-05,53388.814876196135,-0.003841229193341869,720.0,240.0,-0.0038412291933417326,53747.133488666936,53983.271072028416,RU
1996-02-06,55893.56004712309,0.04691516709511568,60.0,260.0,0.04691516709511556,54116.60064419749,54158.71337354825,RU
1996-02-07,53423.12645388007,-0.044198895027624314,300.0,160.0,-0.044198895027624314,54030.63153943664,54070.636619751116,RU
1996-02-08,55893.56004712309,0.04624277456647399,160.0,160.0,0.046242774566473965,54438.74915332439,54232.824096808035,RU
1996-02-09,54212.29274061048,-0.030079803560466543,960.0,260.0,-0.030079803560466467,54562.270832986556,54233.32658627322,RU
1996-02-12,54555.40851744979,0.006329113924050633,400.0,260.0,0.0063291139240504455,54795.589561237284,54271.36152495211,RU
1996-02-13,54555.40851744979,0.0,,260.0,0.0,54527.95925530263,54322.27994975007,RU
1996-02-14,54555.40851744979,0.0,,260.0,0.0,54754.41566801657,54392.523603726615,RU
1996-02-15,54555.40851744979,0.0,,260.0,0.0,54486.78536208194,54462.76725770316,RU
1996-03-04,53423.12645388007,-0.020754716981132074,,200.0,-0.020754716981132067,54328.95210473584,54445.61146886119,RU
1996-03-05,53526.06118693187,0.0019267822736030828,200.0,200.0,0.0019267822736031004,54123.082638632244,54459.336099934786,RU
1996-03-06,52428.09070104609,-0.020512820512820516,160.0,200.0,-0.02051282051282044,53697.619075351504,54112.78916532707,RU
1996-03-07,51467.366525896025,-0.01832460732984293,40.0,160.0,-0.018324607329842868,53080.01067704073,53917.21317252866,RU
1996-03-08,51467.366525896025,0.0,,160.0,0.0,52462.402278729984,53474.59382040595,RU
1996-03-11,51467.366525896025,0.0,,160.0,0.0,52071.25029313316,53200.1011989345,RU
1996-03-12,51501.67810357995,0.0006666666666666666,200.0,160.0,0.0006666666666665932,51666.37367646278,52894.72815754752,RU
1996-03-13,51501.67810357995,0.0,,160.0,0.0,51481.09115696956,52589.355116160536,RU
1996-03-14,51501.67810357995,0.0,,160.0,0.0,51487.95347250635,52283.98207477356,RU
1996-03-15,51501.67810357995,0.0,,160.0,0.0,51494.81578804313,51978.60903338657,RU
1996-03-18,51501.67810357995,0.0,200.0,160.0,0.0,51501.67810357993,51786.46419835656,RU
1996-03-19,51501.67810357995,0.0,,160.0,0.0,51501.67810357993,51584.02589002137,RU
1996-03-20,51535.989681263876,0.0006662225183211193,160.0,160.0,0.0006662225183211579,51508.54041911671,51494.81578804315,RU
1996-03-21,51535.989681263876,0.0,,160.0,0.0,51515.402734653486,51501.67810357994,RU
1996-03-22,51535.989681263876,0.0,,160.0,0.0,51522.265050190275,51508.540419116725,RU
1996-03-25,,0.011984021304926764,50.0,160.0,0.0,,,RU
1996-03-26,51055.627593688856,,200.0,200.0,-0.009320905459387465,,,RU
1996-03-27,51055.627593688856,0.0,320.0,320.0,0.0,,,RU
1996-03-28,51055.627593688856,0.0,,320.0,0.0,,,RU
1996-03-29,51055.627593688856,0.0,,320.0,0.0,,,RU
1996-04-01,51055.627593688856,0.0,,320.0,0.0,51055.627593688805,,RU
1996-04-02,51055.627593688856,0.0,,320.0,0.0,51055.627593688805,,RU
1996-04-03,50094.903418538786,-0.01881720430107527,260.0,320.0,-0.018817204301075363,50863.4827586588,,RU
1996-04-04,50094.903418538786,0.0,,320.0,0.0,50671.33792362879,,RU
1996-04-05,50094.903418538786,0.0,,320.0,0.0,50479.19308859878,,RU
1996-04-08,50094.903418538786,0.0,200.0,320.0,0.0,50287.04825356878,50671.33792362882,RU
1996-04-09,50094.903418538786,0.0,,320.0,0.0,50094.90341853877,50575.26550611381,RU
1996-04-10,50094.903418538786,0.0,,320.0,0.0,50094.90341853877,50479.19308859881,RU
1996-04-11,50094.903418538786,0.0,,320.0,0.0,50094.90341853877,50383.12067108381,RU
1996-04-12,50094.903418538786,0.0,,320.0,0.0,50094.90341853877,50287.048253568806,RU
1996-04-15,50094.903418538786,0.0,,320.0,0.0,50094.90341853877,50190.975836053796,RU
1996-04-16,50094.903418538786,0.0,,320.0,0.0,50094.90341853877,50094.903418538786,RU
1996-04-17,49751.78764169949,-0.00684931506849315,200.0,320.0,-0.006849315068493178,50026.280263170906,50060.59184085486,RU
1996-04-18,49751.78764169949,0.0,,320.0,0.0,49957.65710780304,50026.280263170935,RU
1996-04-19,48036.20875750295,-0.03448275862068965,120.0,320.0,-0.03448275862068961,49545.91817559587,49820.410797067336,RU
1996-04-22,48036.20875750295,0.0,,320.0,0.0,49134.1792433887,49614.54133096375,RU
1996-04-23,48036.20875750295,0.0,,320.0,0.0,48722.44031118153,49408.67186486017,RU
1996-04-24,48345.01295665833,0.006428571428571429,600.0,320.0,0.00642857142857145,48441.0853741733,49233.68281867211,RU
1996-04-25,48345.01295665833,0.0,,320.0,0.0,48159.73043716507,49058.693772484075,RU
1996-04-26,48345.01295665833,0.0,,320.0,0.0,48221.49127699613,48883.70472629602,RU
1996-04-29,48036.20875750295,-0.0063875088715401,2400.0,320.0,-0.00638750887154016,48221.49127699613,48677.835260192434,RU
1996-04-30,48036.20875750295,0.0,,320.0,0.0,48221.49127699613,48471.965794088836,RU
1996-05-06,48036.20875750295,0.0,,320.0,0.0,48159.73043716507,48300.40790566918,RU
1996-05-07,48036.20875750295,0.0,,320.0,0.0,48097.969597334006,48128.85001724952,RU
1996-05-08,48036.20875750295,0.0,,320.0,0.0,48036.20875750292,48128.85001724951,RU
1996-05-09,48036.20875750295,0.0,,320.0,0.0,48036.20875750292,48128.85001724951,RU
1996-05-10,48036.20875750295,0.0,,320.0,0.0,48036.20875750292,48128.85001724951,RU
1996-05-13,48036.20875750295,0.0,,320.0,0.0,48036.20875750292,48097.969597333984,RU
1996-05-15,48036.20875750295,0.0,,320.0,0.0,48036.20875750292,48067.089177418435,RU
1996-05-16,48036.20875750295,0.0,,320.0,0.0,48036.20875750292,48036.20875750289,RU
1996-05-17,49786.09921938342,0.03642857142857143,24.0,344.0,0.036428571428571484,48386.18684987902,48211.197803690935,RU
1996-05-20,50266.461306958445,0.009648518263266712,40.0,384.0,0.009648518263266627,48832.237359770115,48434.22305863648,RU
1996-05-21,50026.280263170935,-0.0047781569965870295,20.0,404.0,-0.004778156996586902,49230.25166090372,48633.230209203284,RU
1996-05-22,48550.88242276191,-0.029492455418381344,40.0,444.0,-0.029492455418381414,49333.18639395551,48684.69757572918,RU
1996-05-23,,0.0,,444.0,0.0,,,RU
1996-05-24,50129.214996222734,,280.0,280.0,0.03250883392226167,,,RU
1996-05-27,50129.214996222734,0.0,,280.0,0.0,,,RU
