ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_mode_desc,list_date,delist_date,d_month,last_ddate
C1303.DCE,C1303,DCE,玉米1303,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2012-03-15,2013-03-14,201303,2013-03-18
V1303.DCE,V1303,DCE,PVC1303,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2012-03-15,2013-03-14,201303,2013-03-18
Y1303.DCE,Y1303,DCE,豆油1303,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2012-03-15,2013-03-14,201303,2013-03-19
V1304.DCE,V1304,DCE,PVC1304,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2012-04-19,2013-04-16,201304,2013-04-18
J1304.DCE,J1304,DCE,焦炭1304,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2012-04-19,2013-04-16,201304,2013-04-18
J1305.DCE,J1305,DCE,焦炭1305,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2012-05-16,2013-05-15,201305,2013-05-17
P0801.DCE,P0801,DCE,棕榈油0801,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2007-10-29,2008-01-15,200801,2008-01-17
M0607.DCE,M0607,DCE,豆粕0607,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2005-08-15,2006-07-14,200607,2006-07-20
V1307.DCE,V1307,DCE,PVC1307,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2012-07-16,2013-07-12,201307,2013-07-16
J1307.DCE,J1307,DCE,焦炭1307,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2012-07-16,2013-07-12,201307,2013-07-16
Y0708.DCE,Y0708,DCE,豆油0708,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2006-08-15,2007-08-14,200708,2007-08-17
M0501.DCE,M0501,DCE,豆粕0501,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2004-01-16,2005-01-17,200501,2005-01-21
P1308.DCE,P1308,DCE,棕榈油1308,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2012-08-15,2013-08-14,201308,2013-08-16
M1308.DCE,M1308,DCE,豆粕1308,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2012-08-15,2013-08-14,201308,2013-08-20
B1309.DCE,B1309,DCE,豆二1309,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2012-09-17,2013-09-13,201309,2013-09-18
J1309.DCE,J1309,DCE,焦炭1309,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2012-09-17,2013-09-13,201309,2013-09-17
M1309.DCE,M1309,DCE,豆粕1309,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2012-09-17,2013-09-13,201309,2013-09-23
M0408.DCE,M0408,DCE,豆粕0408,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2003-08-15,2004-08-13,200408,2004-08-19
C0803.DCE,C0803,DCE,玉米0803,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2007-03-15,2008-03-14,200803,2008-03-18
V1310.DCE,V1310,DCE,PVC1310,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2012-10-22,2013-10-21,201310,2013-10-23
J1311.DCE,J1311,DCE,焦炭1311,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2012-11-15,2013-11-14,201311,2013-11-18
V1311.DCE,V1311,DCE,PVC1311,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2012-11-15,2013-11-14,201311,2013-11-18
P0802.DCE,P0802,DCE,棕榈油0802,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2007-10-29,2008-02-21,200802,2008-02-25
P0809.DCE,P0809,DCE,棕榈油0809,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2007-10-29,2008-09-12,200809,2008-09-17
P1312.DCE,P1312,DCE,棕榈油1312,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2012-12-17,2013-12-13,201312,2013-12-17
M1401.DCE,M1401,DCE,豆粕1401,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2013-01-18,2014-01-15,201401,2014-01-21
A1409.DCE,A1409,DCE,豆一1409,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2013-03-15,2014-09-15,201409,2014-09-18
Y1403.DCE,Y1403,DCE,豆油1403,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2013-03-15,2014-03-14,201403,2014-03-19
JM1309.DCE,JM1309,DCE,焦煤1309,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2013-03-22,2013-09-13,201309,2013-09-18
M1407.DCE,M1407,DCE,豆粕1407,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2013-07-15,2014-07-14,201407,2014-07-18
Y1408.DCE,Y1408,DCE,豆油1408,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2013-08-15,2014-08-14,201408,2014-08-19
L1408.DCE,L1408,DCE,塑料1408,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2013-08-15,2014-08-14,201408,2014-08-19
L1409.DCE,L1409,DCE,塑料1409,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2013-09-16,2014-09-15,201409,2014-09-18
V1409.DCE,V1409,DCE,PVC1409,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2013-09-16,2014-09-15,201409,2014-09-18
JM1409.DCE,JM1409,DCE,焦煤1409,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2013-09-16,2014-09-15,201409,2014-09-18
L0909.DCE,L0909,DCE,塑料0909,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2008-09-16,2009-09-14,200909,2009-09-16
Y0707.DCE,Y0707,DCE,豆油0707,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2006-07-17,2007-07-13,200707,2007-07-18
I1405.DCE,I1405,DCE,铁矿石1405,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2013-10-18,2014-05-16,201405,2014-05-21
I1406.DCE,I1406,DCE,铁矿石1406,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2013-10-18,2014-06-16,201406,2014-06-19
I1409.DCE,I1409,DCE,铁矿石1409,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2013-10-18,2014-09-15,201409,2014-09-18
P1410.DCE,P1410,DCE,棕榈油1410,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2013-10-22,2014-10-21,201410,2014-10-24
M0309.DCE,M0309,DCE,豆粕0309,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2002-09-16,2003-09-12,200309,2003-09-18
C1411.DCE,C1411,DCE,玉米1411,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2013-11-15,2014-11-14,201411,2014-11-19
BB1406.DCE,BB1406,DCE,胶合板1406,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2013-12-06,2014-06-16,201406,2014-06-19
P1412.DCE,P1412,DCE,棕榈油1412,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2013-12-16,2014-12-12,201412,2014-12-17
V1412.DCE,V1412,DCE,PVC1412,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2013-12-16,2014-12-12,201412,2014-12-17
FB1501.DCE,FB1501,DCE,纤维板1501,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2014-01-16,2015-01-16,201501,2015-01-21
JD1501.DCE,JD1501,DCE,鸡蛋1501,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2014-01-16,2015-01-16,201501,2015-01-21
P0910.DCE,P0910,DCE,棕榈油0910,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2008-10-20,2009-10-22,200910,2009-10-26
P1504.DCE,P1504,DCE,棕榈油1504,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2014-04-16,2015-04-15,201504,2015-04-20
JD1504.DCE,JD1504,DCE,鸡蛋1504,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2014-04-16,2015-04-15,201504,2015-04-20
JD1505.DCE,JD1505,DCE,鸡蛋1505,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2014-05-19,2015-05-15,201505,2015-05-20
PP1505.DCE,PP1505,DCE,聚丙烯1505,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2014-05-19,2015-05-15,201505,2015-05-20
Y1505.DCE,Y1505,DCE,豆油1505,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2014-05-19,2015-05-15,201505,2015-05-20
P1505.DCE,P1505,DCE,棕榈油1505,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2014-05-19,2015-05-15,201505,2015-05-20
P1506.DCE,P1506,DCE,棕榈油1506,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2014-06-17,2015-06-12,201506,2015-06-17
V1506.DCE,V1506,DCE,PVC1506,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-06-17,2015-06-12,201506,2015-06-17
I1506.DCE,I1506,DCE,铁矿石1506,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-06-17,2015-06-12,201506,2015-06-17
A0709.DCE,A0709,DCE,豆一0709,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2006-03-15,2007-09-14,200709,2007-09-21
A1601.DCE,A1601,DCE,豆一1601,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-07-15,2016-01-15,201601,2016-01-20
V1507.DCE,V1507,DCE,PVC1507,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-07-15,2015-07-14,201507,2015-07-17
BB1507.DCE,BB1507,DCE,胶合板1507,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2014-07-15,2015-07-14,201507,2015-07-17
CS.DCE,CS,DCE,玉米淀粉主力,CS,,,,,,,,,,
CSL.DCE,CSL,DCE,玉米淀粉连续,CS,,,,,,,,,,
L.DCE,L,DCE,塑料主力,L,,,,,,,,,,
C.DCE,C,DCE,玉米主力,C,,,,,,,,,,
A.DCE,A,DCE,豆一主力,A,,,,,,,,,,
YL.DCE,YL,DCE,豆油连续,Y,,,,,,,,,,
B.DCE,B,DCE,豆二主力,B,,,,,,,,,,
JL.DCE,JL,DCE,焦炭连续,J,,,,,,,,,,
J.DCE,J,DCE,焦炭主力,J,,,,,,,,,,
CL.DCE,CL,DCE,玉米连续,C,,,,,,,,,,
V.DCE,V,DCE,PVC主力,V,,,,,,,,,,
VL.DCE,VL,DCE,PVC连续,V,,,,,,,,,,
PL.DCE,PL,DCE,棕榈油连续,P,,,,,,,,,,
LL.DCE,LL,DCE,塑料连续,L,,,,,,,,,,
Y.DCE,Y,DCE,豆油主力,Y,,,,,,,,,,
EG.DCE,EG,DCE,乙二醇主力,EG,,,,,,,,,,
EGL.DCE,EGL,DCE,乙二醇连续,EG,,,,,,,,,,
AL.DCE,AL,DCE,豆一连续,A,,,,,,,,,,
JM.DCE,JM,DCE,焦煤主力,JM,,,,,,,,,,
JML.DCE,JML,DCE,焦煤连续,JM,,,,,,,,,,
P.DCE,P,DCE,棕榈油主力,P,,,,,,,,,,
I.DCE,I,DCE,铁矿石主力,I,,,,,,,,,,
IL.DCE,IL,DCE,铁矿石连续,I,,,,,,,,,,
M.DCE,M,DCE,豆粕主力,M,,,,,,,,,,
JDL.DCE,JDL,DCE,鸡蛋连续,JD,,,,,,,,,,
JD.DCE,JD,DCE,鸡蛋主力,JD,,,,,,,,,,
BBL.DCE,BBL,DCE,胶合板连续,BB,,,,,,,,,,
BB.DCE,BB,DCE,胶合板主力,BB,,,,,,,,,,
FBL.DCE,FBL,DCE,纤维板连续,FB,,,,,,,,,,
FB.DCE,FB,DCE,纤维板主力,FB,,,,,,,,,,
BL.DCE,BL,DCE,豆二连续,B,,,,,,,,,,
PP.DCE,PP,DCE,聚丙烯主力,PP,,,,,,,,,,
PPL.DCE,PPL,DCE,聚丙烯连续,PP,,,,,,,,,,
ML.DCE,ML,DCE,豆粕连续,M,,,,,,,,,,
TC1508.ZCE,TC508,CZCE,动力煤1508,TC,,吨,200.0,人民币元/吨,0.2人民币元/吨,实物交割,2014-08-08,2015-08-07,201508,2015-08-11
SM1508.ZCE,SM508,CZCE,锰硅1508,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-18
RS1508.ZCE,RS508,CZCE,菜籽1508,RS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-18
TA1508.ZCE,TA508,CZCE,PTA1508,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-18
FG1508.ZCE,FG508,CZCE,玻璃1508,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-18
TA0711.ZCE,TA711,CZCE,PTA0711,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2007-03-15,2007-11-14,200711,2007-11-16
SR1603.ZCE,SR603,CZCE,白糖1603,SR,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-09-16,2016-03-14,201603,2016-03-16
TA1509.ZCE,TA509,CZCE,PTA1509,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-09-16,2015-09-16,201509,2015-09-18
PM1509.ZCE,PM509,CZCE,普麦1509,PM,,吨,50.0,人民币元/吨,1人民币元/吨,实物交割,2014-09-16,2015-09-16,201509,2015-09-18
CF1509.ZCE,CF509,CZCE,郑棉1509,CF,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-09-16,2015-09-16,201509,2015-09-18
RS1509.ZCE,RS509,CZCE,菜籽1509,RS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-09-16,2015-09-16,201509,2015-09-18
LR1509.ZCE,LR509,CZCE,晚籼稻1509,LR,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2014-09-16,2015-09-16,201509,2015-09-18
TA1004.ZCE,TA004,CZCE,PTA1004,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2009-04-16,2010-04-15,201004,2010-04-19
SF1510.ZCE,SF510,CZCE,硅铁1510,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-23
SM1510.ZCE,SM510,CZCE,锰硅1510,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-23
MA1510.ZCE,MA510,CZCE,甲醇1510,MA,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-23
FG1510.ZCE,FG510,CZCE,玻璃1510,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-23
TA0803.ZCE,TA803,CZCE,PTA0803,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2007-04-16,2008-03-14,200803,2008-03-18
SF1511.ZCE,SF511,CZCE,硅铁1511,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
SR1605.ZCE,SR605,CZCE,白糖1605,SR,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2016-05-16,201605,2016-05-18
OI1511.ZCE,OI511,CZCE,菜油1511,OI,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
RS1511.ZCE,RS511,CZCE,菜籽1511,RS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
WH1511.ZCE,WH511,CZCE,强麦1511,WH,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
RI1511.ZCE,RI511,CZCE,早籼稻1511,RI,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
PM1511.ZCE,PM511,CZCE,普麦1511,PM,,吨,50.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
TA1511.ZCE,TA511,CZCE,PTA1511,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-17
WS0909.ZCE,WS909,CZCE,强麦0909,WS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2008-03-24,2009-09-22,200909,2009-09-30
CF0903.ZCE,CF903,CZCE,郑棉0903,CF,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2008-03-17,2009-03-13,200903,2009-03-17
TC1512.ZCE,TC512,CZCE,动力煤1512,TC,,吨,200.0,人民币元/吨,0.2人民币元/吨,实物交割,2014-12-08,2015-12-07,201512,2015-12-09
WS1009.ZCE,WS009,CZCE,强麦1009,WS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2009-03-24,2010-09-17,201009,2010-09-30
TC1601.ZCE,TC601,CZCE,动力煤1601,TC,,吨,200.0,人民币元/吨,0.2人民币元/吨,实物交割,2015-01-12,2016-01-08,201601,2016-01-12
CF0811.ZCE,CF811,CZCE,郑棉0811,CF,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2007-11-15,2008-11-14,200811,2008-11-18
JR1601.ZCE,JR601,CZCE,粳稻1601,JR,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-19
SR1607.ZCE,SR607,CZCE,白糖1607,SR,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-01-19,2016-07-14,201607,2016-07-18
FG1601.ZCE,FG601,CZCE,玻璃1601,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-19
WH1601.ZCE,WH601,CZCE,强麦1601,WH,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-19
CF0604.ZCE,CF604,CZCE,郑棉0604,CF,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2005-05-09,2006-04-14,200604,2006-04-18
TC1602.ZCE,TC602,CZCE,动力煤1602,TC,,吨,200.0,人民币元/吨,0.2人民币元/吨,实物交割,2015-02-09,2016-02-05,201602,2016-02-16
FG1602.ZCE,FG602,CZCE,玻璃1602,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-02-16,2016-02-19,201602,2016-02-23
TA0806.ZCE,TA806,CZCE,PTA0806,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2007-06-15,2008-06-16,200806,2008-06-18
RM1603.ZCE,RM603,CZCE,菜粕1603,RM,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
FG1603.ZCE,FG603,CZCE,玻璃1603,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
SF1603.ZCE,SF603,CZCE,硅铁1603,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
SR1609.ZCE,SR609,CZCE,白糖1609,SR,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-09-14,201609,2016-09-20
RI1603.ZCE,RI603,CZCE,早籼稻1603,RI,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
OI1603.ZCE,OI603,CZCE,菜油1603,OI,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
WH1603.ZCE,WH603,CZCE,强麦1603,WH,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
CF1603.ZCE,CF603,CZCE,郑棉1603,CF,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
JR1603.ZCE,JR603,CZCE,粳稻1603,JR,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-16
TC1604.ZCE,TC604,CZCE,动力煤1604,TC,,吨,200.0,人民币元/吨,0.2人民币元/吨,实物交割,2015-04-09,2016-04-08,201604,2016-04-12
MA1604.ZCE,MA604,CZCE,甲醇1604,MA,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-19
FG1604.ZCE,FG604,CZCE,玻璃1604,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-19
SF1604.ZCE,SF604,CZCE,硅铁1604,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-19
SM1604.ZCE,SM604,CZCE,锰硅1604,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-19
FG1605.ZCE,FG605,CZCE,玻璃1605,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-18
SF1605.ZCE,SF605,CZCE,硅铁1605,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-18
SM1605.ZCE,SM605,CZCE,锰硅1605,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-18
RM1605.ZCE,RM605,CZCE,菜粕1605,RM,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-18
OI1605.ZCE,OI605,CZCE,菜油1605,OI,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-18
SM1606.ZCE,SM606,CZCE,锰硅1606,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-06-15,2016-06-16,201606,2016-06-20
FG1606.ZCE,FG606,CZCE,玻璃1606,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-06-15,2016-06-16,201606,2016-06-20
SF1606.ZCE,SF606,CZCE,硅铁1606,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-06-15,2016-06-16,201606,2016-06-20
MA1606.ZCE,MA606,CZCE,甲醇1606,MA,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-06-15,2016-06-16,201606,2016-06-20
ZC1607.ZCE,ZC607,CZCE,动力煤1607,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,实物交割,2015-07-08,2016-07-07,201607,2016-07-11
PM1607.ZCE,PM607,CZCE,普麦1607,PM,,吨,50.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-18
OI1607.ZCE,OI607,CZCE,菜油1607,OI,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-18
RI1607.ZCE,RI607,CZCE,早籼稻1607,RI,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-18
JR1607.ZCE,JR607,CZCE,粳稻1607,JR,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-18
LR1607.ZCE,LR607,CZCE,晚籼稻1607,LR,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-18
SM1607.ZCE,SM607,CZCE,锰硅1607,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-18
ZC1608.ZCE,ZC608,CZCE,动力煤1608,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,实物交割,2015-08-10,2016-08-05,201608,2016-08-09
RM1608.ZCE,RM608,CZCE,菜粕1608,RM,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-16
SF1608.ZCE,SF608,CZCE,硅铁1608,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-16
RS1608.ZCE,RS608,CZCE,菜籽1608,RS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-16
SM1608.ZCE,SM608,CZCE,锰硅1608,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-16
FG1608.ZCE,FG608,CZCE,玻璃1608,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-16
WS0603.ZCE,WS603,CZCE,强麦0603,WS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2005-04-01,2006-03-23,200603,2006-03-31
TA0906.ZCE,TA906,CZCE,PTA0906,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2008-06-17,2009-06-12,200906,2009-06-16
TA0807.ZCE,TA807,CZCE,PTA0807,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2007-07-16,2008-07-14,200807,2008-07-16
SR1007.ZCE,SR007,CZCE,白糖1007,SR,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2009-01-19,2010-07-14,201007,2010-07-16
PM1609.ZCE,PM609,CZCE,普麦1609,PM,,吨,50.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-20
RM1609.ZCE,RM609,CZCE,菜粕1609,RM,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-20
SM1609.ZCE,SM609,CZCE,锰硅1609,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-20
WH1609.ZCE,WH609,CZCE,强麦1609,WH,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-20
WS0811.ZCE,WS811,CZCE,强麦0811,WS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2007-11-23,2008-11-20,200811,2008-11-28
TA0810.ZCE,TA810,CZCE,PTA0810,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2007-10-22,2008-10-17,200810,2008-10-21
WT0401.ZCE,WT401,CZCE,硬麦0401,WT,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2002-10-08,2004-01-12,200401,2004-01-30
FG1610.ZCE,FG610,CZCE,玻璃1610,FG,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-10-22,2016-10-21,201610,2016-10-25
TA1610.ZCE,TA610,CZCE,PTA1610,TA,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-10-22,2016-10-21,201610,2016-10-25
SF1610.ZCE,SF610,CZCE,硅铁1610,SF,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-10-22,2016-10-21,201610,2016-10-25
SM1610.ZCE,SM610,CZCE,锰硅1610,SM,,吨,5.0,人民币元/吨,2人民币元/吨,实物交割,2015-10-22,2016-10-21,201610,2016-10-25
RS1611.ZCE,RS611,CZCE,菜籽1611,RS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-16
PM1611.ZCE,PM611,CZCE,普麦1611,PM,,吨,50.0,人民币元/吨,1人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-16
RI1611.ZCE,RI611,CZCE,早籼稻1611,RI,,吨,20.0,人民币元/吨,1人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-16
