ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_mode_desc,list_date,delist_date,d_month,last_ddate
FB1508.DCE,FB1508,DCE,纤维板1508,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2014-08-15,2015-08-14,201508,2015-08-19
M1508.DCE,M1508,DCE,豆粕1508,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-19
Y1508.DCE,Y1508,DCE,豆油1508,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-19
BB1508.DCE,BB1508,DCE,胶合板1508,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2014-08-15,2015-08-14,201508,2015-08-19
JM1508.DCE,JM1508,DCE,焦煤1508,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-19
I1508.DCE,I1508,DCE,铁矿石1508,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-08-15,2015-08-14,201508,2015-08-19
A0407.DCE,A0407,DCE,豆一0407,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2003-01-16,2004-07-14,200407,2004-07-21
L1510.DCE,L1510,DCE,塑料1510,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-26
J1510.DCE,J1510,DCE,焦炭1510,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-26
I1510.DCE,I1510,DCE,铁矿石1510,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-10-22,2015-10-21,201510,2015-10-26
B0607.DCE,B0607,DCE,豆二0607,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2005-07-15,2006-07-14,200607,2006-07-19
M1511.DCE,M1511,DCE,豆粕1511,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
BB1511.DCE,BB1511,DCE,胶合板1511,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
I1511.DCE,I1511,DCE,铁矿石1511,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
PP1511.DCE,PP1511,DCE,聚丙烯1511,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
P1511.DCE,P1511,DCE,棕榈油1511,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
JD1511.DCE,JD1511,DCE,鸡蛋1511,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
V1511.DCE,V1511,DCE,PVC1511,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-11-17,2015-11-13,201511,2015-11-18
L0904.DCE,L0904,DCE,塑料0904,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2008-04-16,2009-04-15,200904,2009-04-17
M0609.DCE,M0609,DCE,豆粕0609,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2005-09-15,2006-09-14,200609,2006-09-20
L1512.DCE,L1512,DCE,塑料1512,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-12-15,2015-12-14,201512,2015-12-17
V1512.DCE,V1512,DCE,PVC1512,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2014-12-15,2015-12-14,201512,2015-12-17
I1512.DCE,I1512,DCE,铁矿石1512,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2014-12-15,2015-12-14,201512,2015-12-17
FB1512.DCE,FB1512,DCE,纤维板1512,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2014-12-15,2015-12-14,201512,2015-12-17
CS1505.DCE,CS1505,DCE,玉米淀粉1505,CS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-12-19,2015-05-15,201505,2015-05-20
CS1503.DCE,CS1503,DCE,玉米淀粉1503,CS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2014-12-19,2015-03-13,201503,2015-03-18
C0605.DCE,C0605,DCE,玉米0605,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2005-05-23,2006-05-19,200605,2006-05-23
A0601.DCE,A0601,DCE,豆一0601,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2004-07-15,2006-01-17,200601,2006-01-24
CS1601.DCE,CS1601,DCE,玉米淀粉1601,CS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
Y1601.DCE,Y1601,DCE,豆油1601,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
V1601.DCE,V1601,DCE,PVC1601,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
I1601.DCE,I1601,DCE,铁矿石1601,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
M1601.DCE,M1601,DCE,豆粕1601,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
JD1601.DCE,JD1601,DCE,鸡蛋1601,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
L1601.DCE,L1601,DCE,塑料1601,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-01-19,2016-01-15,201601,2016-01-20
M0111.DCE,M0111,DCE,豆粕0111,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2000-11-15,2001-11-14,200111,2001-11-20
P0902.DCE,P0902,DCE,棕榈油0902,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2008-02-22,2009-02-13,200902,2009-02-17
J1602.DCE,J1602,DCE,焦炭1602,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-02-16,2016-02-19,201602,2016-02-24
JD1602.DCE,JD1602,DCE,鸡蛋1602,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2015-02-16,2016-02-19,201602,2016-02-24
JM1602.DCE,JM1602,DCE,焦煤1602,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-02-16,2016-02-19,201602,2016-02-24
A0905.DCE,A0905,DCE,豆一0905,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2007-11-15,2009-05-15,200905,2009-05-22
L1603.DCE,L1603,DCE,塑料1603,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-17
V1603.DCE,V1603,DCE,PVC1603,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-17
A1609.DCE,A1609,DCE,豆一1609,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-09-14,201609,2016-09-21
JM1603.DCE,JM1603,DCE,焦煤1603,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-17
Y1603.DCE,Y1603,DCE,豆油1603,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-17
PP1603.DCE,PP1603,DCE,聚丙烯1603,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2015-03-16,2016-03-14,201603,2016-03-17
M0812.DCE,M0812,DCE,豆粕0812,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2007-12-17,2008-12-12,200812,2008-12-18
P0905.DCE,P0905,DCE,棕榈油0905,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2008-05-19,2009-05-15,200905,2009-05-19
BB1604.DCE,BB1604,DCE,胶合板1604,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-04-16,2016-04-15,201604,2016-04-20
J1604.DCE,J1604,DCE,焦炭1604,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-20
JM1604.DCE,JM1604,DCE,焦煤1604,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-20
L1604.DCE,L1604,DCE,塑料1604,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-20
PP1604.DCE,PP1604,DCE,聚丙烯1604,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-20
V1604.DCE,V1604,DCE,PVC1604,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-04-16,2016-04-15,201604,2016-04-20
M0107.DCE,M0107,DCE,豆粕0107,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2000-07-17,2001-07-13,200107,2001-07-19
A0211.DCE,A0211,DCE,豆一0211,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2001-11-15,2002-11-14,200211,2002-11-25
A0403.DCE,A0403,DCE,豆一0403,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2002-09-16,2004-03-12,200403,2004-03-19
FB1605.DCE,FB1605,DCE,纤维板1605,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-05-18,2016-05-16,201605,2016-05-19
C1605.DCE,C1605,DCE,玉米1605,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-19
M1605.DCE,M1605,DCE,豆粕1605,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-19
CS1605.DCE,CS1605,DCE,玉米淀粉1605,CS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-05-18,2016-05-16,201605,2016-05-19
L0805.DCE,L0805,DCE,塑料0805,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2007-07-31,2008-05-16,200805,2008-05-20
L0810.DCE,L0810,DCE,塑料0810,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2007-10-22,2008-10-17,200810,2008-10-21
J1606.DCE,J1606,DCE,焦炭1606,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-06-15,2016-06-16,201606,2016-06-21
PP1606.DCE,PP1606,DCE,聚丙烯1606,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2015-06-15,2016-06-16,201606,2016-06-21
L0802.DCE,L0802,DCE,塑料0802,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2007-07-31,2008-02-21,200802,2008-02-25
M0101.DCE,M0101,DCE,豆粕0101,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2000-07-17,2001-01-15,200101,2001-01-19
A0807.DCE,A0807,DCE,豆一0807,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2007-01-18,2008-07-14,200807,2008-07-21
B1607.DCE,B1607,DCE,豆二1607,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-19
C1607.DCE,C1607,DCE,玉米1607,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-19
V1607.DCE,V1607,DCE,PVC1607,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-07-15,2016-07-14,201607,2016-07-19
FB1607.DCE,FB1607,DCE,纤维板1607,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-07-15,2016-07-14,201607,2016-07-19
A1701.DCE,A1701,DCE,豆一1701,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-07-15,2017-01-16,201701,2017-01-19
Y1608.DCE,Y1608,DCE,豆油1608,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-17
JM1608.DCE,JM1608,DCE,焦煤1608,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-17
I1608.DCE,I1608,DCE,铁矿石1608,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-17
FB1608.DCE,FB1608,DCE,纤维板1608,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-08-17,2016-08-12,201608,2016-08-17
P1608.DCE,P1608,DCE,棕榈油1608,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2015-08-17,2016-08-12,201608,2016-08-17
M0109.DCE,M0109,DCE,豆粕0109,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2000-07-17,2001-09-14,200109,2001-09-20
M0409.DCE,M0409,DCE,豆粕0409,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2003-09-15,2004-09-14,200409,2004-09-20
L0803.DCE,L0803,DCE,塑料0803,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2007-07-31,2008-03-14,200803,2008-03-18
M1609.DCE,M1609,DCE,豆粕1609,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
C1609.DCE,C1609,DCE,玉米1609,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
J1609.DCE,J1609,DCE,焦炭1609,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
JD1609.DCE,JD1609,DCE,鸡蛋1609,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
FB1609.DCE,FB1609,DCE,纤维板1609,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
BB1609.DCE,BB1609,DCE,胶合板1609,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
PP1609.DCE,PP1609,DCE,聚丙烯1609,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2016-09-14,201609,2016-09-21
A1703.DCE,A1703,DCE,豆一1703,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-09-17,2017-03-14,201703,2017-03-17
P0805.DCE,P0805,DCE,棕榈油0805,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2007-10-29,2008-05-16,200805,2008-05-20
A9901.DCE,A9901,DCE,豆一9901,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,1999-01-04,1999-01-15,199901,1999-01-26
J1610.DCE,J1610,DCE,焦炭1610,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-10-22,2016-10-21,201610,2016-10-26
FB1610.DCE,FB1610,DCE,纤维板1610,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-10-22,2016-10-21,201610,2016-10-26
BB1610.DCE,BB1610,DCE,胶合板1610,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-10-22,2016-10-21,201610,2016-10-26
PP1610.DCE,PP1610,DCE,聚丙烯1610,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2015-10-22,2016-10-21,201610,2016-10-26
B1611.DCE,B1611,DCE,豆二1611,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
V1611.DCE,V1611,DCE,PVC1611,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
I1611.DCE,I1611,DCE,铁矿石1611,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
JD1611.DCE,JD1611,DCE,鸡蛋1611,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
FB1611.DCE,FB1611,DCE,纤维板1611,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
BB1611.DCE,BB1611,DCE,胶合板1611,BB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
A1705.DCE,A1705,DCE,豆一1705,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-11-16,2017-05-15,201705,2017-05-18
CS1611.DCE,CS1611,DCE,玉米淀粉1611,CS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-11-16,2016-11-14,201611,2016-11-17
P0908.DCE,P0908,DCE,棕榈油0908,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2008-08-15,2009-08-14,200908,2009-08-18
C0607.DCE,C0607,DCE,玉米0607,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2005-07-15,2006-07-14,200607,2006-07-18
M0911.DCE,M0911,DCE,豆粕0911,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2008-11-17,2009-11-13,200911,2009-11-19
I1612.DCE,I1612,DCE,铁矿石1612,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
J1612.DCE,J1612,DCE,焦炭1612,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
JD1612.DCE,JD1612,DCE,鸡蛋1612,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
JM1612.DCE,JM1612,DCE,焦煤1612,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
M1612.DCE,M1612,DCE,豆粕1612,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
PP1612.DCE,PP1612,DCE,聚丙烯1612,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
Y1612.DCE,Y1612,DCE,豆油1612,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2015-12-15,2016-12-14,201612,2016-12-19
M0308.DCE,M0308,DCE,豆粕0308,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2003-01-02,2003-08-14,200308,2003-08-20
Y1701.DCE,Y1701,DCE,豆油1701,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
B1701.DCE,B1701,DCE,豆二1701,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
C1701.DCE,C1701,DCE,玉米1701,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
V1701.DCE,V1701,DCE,PVC1701,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
J1701.DCE,J1701,DCE,焦炭1701,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
P1701.DCE,P1701,DCE,棕榈油1701,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
JM1701.DCE,JM1701,DCE,焦煤1701,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
PP1701.DCE,PP1701,DCE,聚丙烯1701,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2016-01-18,2017-01-16,201701,2017-01-19
FB1702.DCE,FB1702,DCE,纤维板1702,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2016-02-22,2017-02-16,201702,2017-02-21
J1702.DCE,J1702,DCE,焦炭1702,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-02-22,2017-02-16,201702,2017-02-21
JM1702.DCE,JM1702,DCE,焦煤1702,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-02-22,2017-02-16,201702,2017-02-21
J1703.DCE,J1703,DCE,焦炭1703,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-03-15,2017-03-14,201703,2017-03-17
L1703.DCE,L1703,DCE,塑料1703,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-03-15,2017-03-14,201703,2017-03-17
I1703.DCE,I1703,DCE,铁矿石1703,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-03-15,2017-03-14,201703,2017-03-17
M1703.DCE,M1703,DCE,豆粕1703,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-03-15,2017-03-14,201703,2017-03-17
PP1703.DCE,PP1703,DCE,聚丙烯1703,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2016-03-15,2017-03-14,201703,2017-03-17
L1704.DCE,L1704,DCE,塑料1704,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-04-18,2017-04-18,201704,2017-04-21
V1704.DCE,V1704,DCE,PVC1704,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-04-18,2017-04-18,201704,2017-04-21
J1704.DCE,J1704,DCE,焦炭1704,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-04-18,2017-04-18,201704,2017-04-21
P1704.DCE,P1704,DCE,棕榈油1704,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-04-18,2017-04-18,201704,2017-04-21
JM1704.DCE,JM1704,DCE,焦煤1704,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-04-18,2017-04-18,201704,2017-04-21
JD1704.DCE,JD1704,DCE,鸡蛋1704,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2016-04-18,2017-04-25,201704,2017-04-28
FB1704.DCE,FB1704,DCE,纤维板1704,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2016-04-18,2017-04-18,201704,2017-04-21
J1202.DCE,J1202,DCE,焦炭1202,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2011-04-15,2012-02-14,201202,2012-02-16
M0205.DCE,M0205,DCE,豆粕0205,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2001-05-22,2002-05-21,200205,2002-05-27
J1705.DCE,J1705,DCE,焦炭1705,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-05-17,2017-05-15,201705,2017-05-18
PP1705.DCE,PP1705,DCE,聚丙烯1705,PP,,吨,5.0,人民币元/吨,1人民币元/吨,实物交割,2016-05-17,2017-05-15,201705,2017-05-18
CS1705.DCE,CS1705,DCE,玉米淀粉1705,CS,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-05-17,2017-05-15,201705,2017-05-18
I1705.DCE,I1705,DCE,铁矿石1705,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-05-17,2017-05-15,201705,2017-05-18
L1705.DCE,L1705,DCE,塑料1705,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-05-17,2017-05-15,201705,2017-05-18
M0901.DCE,M0901,DCE,豆粕0901,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2008-01-16,2009-01-16,200901,2009-01-22
M0712.DCE,M0712,DCE,豆粕0712,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2006-12-15,2007-12-14,200712,2007-12-20
FB1706.DCE,FB1706,DCE,纤维板1706,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2016-06-17,2017-06-14,201706,2017-06-19
J1706.DCE,J1706,DCE,焦炭1706,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-06-17,2017-06-14,201706,2017-06-19
JD1706.DCE,JD1706,DCE,鸡蛋1706,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,实物交割,2016-06-17,2017-06-27,201706,2017-06-30
L1706.DCE,L1706,DCE,塑料1706,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-06-17,2017-06-14,201706,2017-06-19
P1706.DCE,P1706,DCE,棕榈油1706,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-06-17,2017-06-14,201706,2017-06-19
V1706.DCE,V1706,DCE,PVC1706,V,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2016-06-17,2017-06-14,201706,2017-06-19
L0906.DCE,L0906,DCE,塑料0906,L,,吨,5.0,人民币元/吨,5人民币元/吨,实物交割,2008-06-17,2009-06-12,200906,2009-06-16
J1111.DCE,J1111,DCE,焦炭1111,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2011-04-15,2011-11-14,201111,2011-11-16
M0808.DCE,M0808,DCE,豆粕0808,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2007-08-15,2008-08-14,200808,2008-08-20
C1707.DCE,C1707,DCE,玉米1707,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-07-15,2017-07-14,201707,2017-07-19
FB1707.DCE,FB1707,DCE,纤维板1707,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2016-07-15,2017-07-14,201707,2017-07-19
J1707.DCE,J1707,DCE,焦炭1707,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-07-15,2017-07-14,201707,2017-07-19
P1707.DCE,P1707,DCE,棕榈油1707,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-07-15,2017-07-14,201707,2017-07-19
B0901.DCE,B0901,DCE,豆二0901,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2008-01-16,2009-01-16,200901,2009-01-21
C0703.DCE,C0703,DCE,玉米0703,C,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2006-03-15,2007-03-14,200703,2007-03-16
B0705.DCE,B0705,DCE,豆二0705,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2006-05-22,2007-05-21,200705,2007-05-24
Y0908.DCE,Y0908,DCE,豆油0908,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2008-08-15,2009-08-14,200908,2009-08-19
M1708.DCE,M1708,DCE,豆粕1708,M,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-08-15,2017-08-14,201708,2017-08-17
P1708.DCE,P1708,DCE,棕榈油1708,P,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-08-15,2017-08-14,201708,2017-08-17
JM1708.DCE,JM1708,DCE,焦煤1708,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-08-15,2017-08-14,201708,2017-08-17
FB1708.DCE,FB1708,DCE,纤维板1708,FB,,张,500.0,人民币元/张,0.05人民币元/张,实物交割,2016-08-15,2017-08-14,201708,2017-08-17
A0107.DCE,A0107,DCE,豆一0107,A,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2000-07-17,2001-07-13,200107,2001-07-24
Y1709.DCE,Y1709,DCE,豆油1709,Y,,吨,10.0,人民币元/吨,2人民币元/吨,实物交割,2016-09-19,2017-09-14,201709,2017-09-19
B1709.DCE,B1709,DCE,豆二1709,B,,吨,10.0,人民币元/吨,1人民币元/吨,实物交割,2016-09-19,2017-09-14,201709,2017-09-19
J1709.DCE,J1709,DCE,焦炭1709,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,实物交割,2016-09-19,2017-09-14,201709,2017-09-19
